character1,character2,count
Mr. Sohail Mitali,So hail Mitali,41
Mr. Sohail Mitali,Sohail,41
So hail Mitali,Sohail,41
Ramesh Hall,Rear-Admiral Ramesh,35
Rear-Admiral Ramesh,Sir Mahesh,30
Mr. Mahesh Ramesh,Rear-Admiral Ramesh,28
Mr. Mahesh Ramesh,Sir Mahesh,28
Mr. Mahesh Ramesh,Sir Mahesh Ramesh,26
Rear-Admiral Ramesh,Sir Mahesh Ramesh,26
Sir Mahesh,Sir Mahesh Ramesh,26
Rear-Admiral Ramesh,Sir Irrfan,22
Naman,Naman Urmila,19
Rajeev,Rajeev Mire,16
Rear-Admiral Ramesh,Sir Irrfan Ramesh,16
Sir Irrfan,Sir Irrfan Ramesh,16
Miss Ranjan,Sir Mahesh,15
Neha,Rear-Admiral Ramesh,12
Rear-Admiral Ramesh,So hail Mitali,9
Dr. Sameer Rakul,Sameer,7
Neha,Neha Ramesh,7
Neha Ramesh,Rear-Admiral Ramesh,7
Dr. Sameer Rakul,Rear-Admiral Ramesh,6
Dr. Kiara,So hail Mitali,5
Dr. Sameer Rakul,Sir Mahesh,5
Nithya,Sir Mahesh,5
Rani,Rear-Admiral Ramesh,5
Sir Mahesh,So hail Mitali,5
Dr. Sameer Rakul,Mr. Mahesh Ramesh,4
Lafter Hall,Mr. Anushka,4
Miss Ranjan,Sir Irrfan,4
Mr. Mahesh Ramesh,So hail Mitali,4
Mrs. Amrita,Sir Irrfan,4
Mrs. Amrita,Sir Mahesh,4
Ramesh Hall,Sir Mahesh,4
Sir Mahesh Ramesh,So hail Mitali,4
Baker Street,So hail Mitali,3
Dr. Sameer Rakul,Sir Mahesh Ramesh,3
Dr. Sameer Rakul,So hail Mitali,3
Miss Ranjan,Rear-Admiral Ramesh,3
Miss Ranjan,So hail Mitali,3
Mr. Mahesh Ramesh,Ramesh Hall,3
Mrs. Amrita,Ramesh Hall,3
Mrs. Amrita,Rear-Admiral Ramesh,3
Pavan,Pavan Siddharth,3
Ramesh Hall,Sir Irrfan,3
Ramesh Hall,Sir Mahesh Ramesh,3
Ramesh Hall,So hail Mitali,3
Rani,Rani Ramesh,3
Rani,Sir Irrfan,3
Rani Ramesh,Rear-Admiral Ramesh,3
Rani Ramesh,Sir Irrfan,3
Sameer,Sameer Desmond,3
Alok,Dr. Kiara,2
Dr. Sameer Rakul,Mr. Anushka,2
Dr. Sameer Rakul,Mr. Sohail Mitali,2
Dr. Sameer Rakul,Sohail,2
Keshav,Neha,2
Keshav,Neha Ramesh,2
Keshav,Pavan,2
Keshav,Rani,2
Keshav,Rear-Admiral Ramesh,2
Miss Ranjan,Prerna,2
Mr. Sohail Mitali,Sameer,2
Mr. Sohail Mitali,Sir Mahesh,2
Mrs. Ravi Kiran,Naman,2
Mrs. Ravi Kiran,Naman Urmila,2
Naman,Rear-Admiral Ramesh,2
