character1,character2,count
Lady Spender,Lady Spender Hudson,9
Arthur,Arthur Shlessinger,4
Dr. David,Mr. Vibart Peters,4
Jules,Mr. Vibart Peters,2
Arthur,Carfax,1
Arthur,Lady Spender,1
Arthur,Lady Spender Hudson,1
Arthur,Mr. Vibart Peters,1
Arthur Shlessinger,Lady Spender,1
Arthur Shlessinger,Lady Spender Hudson,1
Brannan,Dr. David,1
Brannan,Lady Spender,1
Carfax,Dr. David,1
Carfax,Lady Spender,1
Carfax,Lady Spender Hudson,1
Henry,Lausanne,1
Henry,Moser Horsom,1
Lady Spender,Miss Holy,1
Lady Spender,Philip Green,1
Lady Spender,Sir M Dobney,1
Lady Spender,Watson,1
Lady Spender,god,1
Lady Spender Hudson,Sir M Dobney,1
Lady Spender Hudson,god,1
Moser Horsom,Mr. Vibart Peters,1
Moser Horsom,Mrs. Doyle,1
Moser Horsom,god,1
Mr. Vibart Peters,Mrs. Doyle,1
Mr. Vibart Peters,god,1
Mrs. Doyle,god,1
