canonical_name,alias_name
Kalyani Ritchie Chaitanya,Chaitanya
Kalyani Ritchie Chaitanya,Kalyani Chaitanya
Kalyani Ritchie Chaitanya,Kalyani R. Chaitanya
Mrs. Kalyani Chaitanya,Mrs. Chaitanya
H. R. C.,H. C.
Miss Niharika Rohit,Rohit
Miss Niharika Rohit,Miss Rohit
Miss Niharika Rohit,Niharika Rohit
Miss Niharika Rohit,NIHARIKAA ROHIT
Mrs. Kavita Rahul,Rahul
Mrs. Kavita Rahul,Mrs. Rahul
Mrs. Kavita Rahul,Kavita Rahul
Mr. Pankaj Mukesh,Mukesh
Mr. Pankaj Mukesh,Mr. Mukesh
Mr. Pankaj Mukesh,Pankaj Mukesh
Miss Arvind Rohit,Arvind Rohit
Kritika Sonakshi,Sonakshi
Kritika Sonakshi,Mr. Sonakshi
Ebenezer Leena,Leena
Ebenezer Leena,Mr. Leena
Tanvi Chester,Chester
Salman Nikita,Nikita
Salman Nikita,Nikita'
Salman Nikita,Mr. Nikita
Manas Kirti,Kirti
Manas Kirti,Mr. Kirti
Payal Varun,Varun
Payal Varun,Mr. Varun
Mrs. Tanushree,Tanushree
Miss Niharika,Niharika
Miss Arvind,ARVIND
Miss Arvind,Arvind
Mr. Akshaye,Akshaye
Mr. Tanisha,Tanisha
Kalyani IV,Kalyani
Mr. Ranjit,Ranjit
Mr. Tarun,Tarun
Mrs. Hema,Hema
Mr. Juhi,Juhi
