character1,character2,count
Siva,inspector,293
Kwee,Mr. Kwee Barber,135
Mr. Kwee Barber,Said,80
Lhassa Weymouth,inspector,52
Inspector Weymouth,Lhassa Weymouth,46
Inspector Weymouth,inspector,46
Said,inspector,22
Dr. Chinaman,Said,20
Miss Hunchback,Rev. J. D. Hunchback,19
Mr. Kwee Barber,inspector,19
Lhassa Weymouth,Mr. Kwee Barber,16
Sir Caesar,Sir Caesar Stradwick,16
Effendi,croxted,15
Honan,Mr. Kwee Barber,15
Said,Siva,15
Lhassa Weymouth,Said,14
Graham,Mr. Graham Vernon,12
Sir Moses,Sir Moses Shen,12
Mr. Kwee Barber,Siva,11
Dr. Chinaman,Mr. Kwee Barber,10
Mr. Southery Eltham,Said,10
Inspector Denby,inspector,9
Lionel,inspector,8
Mr. Graham Vernon,Said,8
Mr. Southery Eltham,inspector,8
Inspector Weymouth,Mr. Kwee Barber,7
James,James Weymouth,7
James,Lhassa Weymouth,7
James Weymouth,Lhassa Weymouth,7
Lionel,Siva,7
Frank,Mr. Kwee Barber,6
Kwee,Lhassa Weymouth,6
Lionel,Said,6
Mr. Kwee Barber,big,6
Mr. Southery Eltham,Siva,6
Rev. J. D. Hunchback,Said,6
Said,Sir Caesar,6
Said,Wapping,6
Andaman,Mr. Kwee Barber,5
Andaman,Said,5
Dusk Edward,Rev. J. D. Hunchback,5
Frank,Said,5
Inspector Weymouth,Said,5
Kwee,inspector,5
Lhassa Weymouth,Lionel,5
Lhassa Weymouth,Siva,5
Lionel,Mr. Kwee Barber,5
Nayland,Rev. J. D. Hunchback,5
Wapping,inspector,5
Effendi,Mr. Kwee Barber,4
Honan,James,4
Honan,Jenner,4
Honan,Kwee,4
James,Mr. Kwee Barber,4
Lhassa Weymouth,big,4
Lisle,Smith,4
Mr. Kwee Barber,Rev. J. D. Hunchback,4
Nayland,Nayland Hunchback,4
Nayland Hunchback,Rev. J. D. Hunchback,4
Sir Caesar,inspector,4
Dr. Chinaman,Hadrian Fear,3
Dr. Chinaman,Rev. J. D. Hunchback,3
Hadrian Fear,Lhassa Weymouth,3
Hadrian Fear,inspector,3
Honan,Lhassa Weymouth,3
James,Jenner,3
James,Said,3
Jenner,Mr. Kwee Barber,3
Karamaneh,Lionel,3
Kwee,Lionel,3
Kwee,Said,3
Kwee,Siva,3
Lhassa Weymouth,Wapping,3
Mr. Kwee Barber,Sir Moses,3
Mr. Kwee Barber,croxted,3
Said,Sir Caesar Stradwick,3
Sir Caesar Stradwick,inspector,3
Siva,Wapping,3
Andaman,Siva,2
Andaman,inspector,2
Dr. Chinaman,Siva,2
Dr. Chinaman,inspector,2
Dusk Edward,Kali,2
Dusk Edward,Miss Hunchback,2
Effendi,Frank,2
Effendi,Said,2
Effendi,inspector,2
Frank,Professor Lewin,2
Frank,Siva,2
Frank,croxted,2
Frank,inspector,2
Graham,big,2
Hadrian Fear,Said,2
Hadrian Fear,Siva,2
Honan,Karamaneh,2
Honan,Said,2
Honan,Wapping,2
Honan,big,2
Inspector Weymouth,Kwee,2
Inspector Weymouth,Mr. Southery Eltham,2
Inspector Weymouth,Siva,2
James,Sir Caesar,2
Jenner,Sir Caesar,2
Kali,Kwee,2
Kali,Mr. Kwee Barber,2
Kali,big,2
Kwee,big,2
Lhassa,Lhassa Weymouth,2
Lhassa Weymouth,Mr. Southery Eltham,2
Lhassa Weymouth,Sir Caesar,2
Lionel,Wapping,2
Mr. Graham Vernon,big,2
Mr. Kwee Barber,Mr. Southery Eltham,2
Mr. Kwee Barber,Professor Lewin,2
Mr. Kwee Barber,Sir Caesar,2
Mr. Kwee Barber,Sir Caesar Stradwick,2
Mr. Kwee Barber,Sir Moses Shen,2
Mr. Li,Said,2
Mr. Southery Eltham,Wapping,2
Mr. Southery Eltham,god,2
Professor Doctor Mason,Said,2
Rev. J. D. Hunchback,Siva,2
Rev. J. D. Hunchback,inspector,2
Said,Smith,2
Said,Tongking,2
Said,big,2
Said,croxted,2
Sir Caesar,Siva,2
Sir Caesar,big,2
Sir Caesar Stradwick,Siva,2
Sir Caesar Stradwick,big,2
Sir Moses,inspector,2
Wapping,big,2
croxted,inspector,2
Andaman,Dr. Chinaman,1
Andaman,Mr. Li,1
Andaman,Satan Lafitte,1
Andaman,Shenyan,1
Andaman,Sir Amenti West,1
Andaman,Wapping,1
Cadby,Frank,1
Cleeve,Graham,1
Cleeve,Mr. Graham Vernon,1
Cleeve,Mr. Kwee Barber,1
Cleeve,Said,1
Cleeve,god,1
Crichton Mohammed,Siva,1
Crichton Mohammed,inspector,1
Dr. Chinaman,Frank,1
Dr. Chinaman,Karamaneh,1
Dr. Chinaman,Kwee,1
Dr. Chinaman,Sir Caesar,1
Dr. Chinaman,Sir Caesar Stradwick,1
Dr. Chinaman,Sir Moses,1
Dr. Chinaman,Sir Moses Shen,1
Dr. Chinaman,Wapping,1
Dusk Edward,Nayland,1
Dusk Edward,Nayland Hunchback,1
Dusk Edward,Said,1
Dusk Edward,Siva,1
Dusk Edward,inspector,1
Effendi,Inspector Weymouth,1
Effendi,Lhassa Weymouth,1
Effendi,Rev. J. D. Hunchback,1
Effendi,Siva,1
Frank,Hadrian Fear,1
Frank,Jenner,1
Frank,Mr. Li,1
Frank,Nayland,1
Frank,Smith,1
Graham,Kwee,1
Graham,Mr. Kwee Barber,1
Graham,Siva,1
Graham,inspector,1
Hadrian Fear,Lhassa,1
Hadrian Fear,Lionel,1
Hadrian Fear,Mr. Kwee Barber,1
Henderson,Lhassa,1
Henderson,Lhassa Weymouth,1
Honan,Hung Edmonds,1
Honan,Lionel,1
Honan,Professor Doctor Mason,1
Inspector Denby,Lhassa Weymouth,1
Inspector Denby,Lionel,1
Inspector Denby,Said,1
Inspector Denby,Wapping,1
Inspector Denby,big,1
Inspector Weymouth,Sir Caesar,1
Inspector Weymouth,Sir Caesar Stradwick,1
Inspector Weymouth,Sir Moses,1
Inspector Weymouth,Wapping,1
Inspector Weymouth,Yan,1
Inspector Weymouth,croxted,1
James,Kali,1
James,Logan,1
James Weymouth,Mr. Kwee Barber,1
James Weymouth,Said,1
Jenner,Kwee,1
Jenner,Wapping,1
Kali,Rev. J. D. Hunchback,1
Karamaneh,Kwee,1
Karamaneh,Mr. Kwee Barber,1
Karamaneh,Said,1
Karamaneh,Siva,1
Karamaneh,Wapping,1
Karamaneh,inspector,1
Kent,Sir Caesar Stradwick,1
Kwee,Mr. Graham Vernon,1
Kwee,Mr. Li,1
Kwee,burboyne,1
Lhassa,inspector,1
Lhassa Weymouth,Sir Caesar Stradwick,1
Lhassa Weymouth,Sir Moses,1
Lhassa Weymouth,Yan,1
Lhassa Weymouth,croxted,1
Lionel,Yan,1
Lionel,big,1
Lisle,Said,1
Logan,Miss Furneaux,1
Logan,Sir Caesar,1
Miss Furneaux,Sir Caesar,1
Miss Hunchback,Mr. Kwee Barber,1
Miss Hunchback,Said,1
Mr. Graham Vernon,Mr. Kwee Barber,1
Mr. Graham Vernon,Mr. Singapore Charlie,1
Mr. Graham Vernon,Siva,1
Mr. Graham Vernon,inspector,1
Mr. Kwee Barber,Mr. Li,1
Mr. Kwee Barber,NAYLAND Barber,1
Mr. Kwee Barber,Nayland,1
Mr. Kwee Barber,Professor Doctor Mason,1
Mr. Kwee Barber,Sir Amenti West,1
Mr. Kwee Barber,Yan,1
Mr. Kwee Barber,burboyne,1
Mr. Kwee Barber,dan,1
Mr. Singapore Charlie,Said,1
Mr. Southery Eltham,Norris Dolan,1
NAYLAND Barber,Nayland,1
Nayland,Stradwicks,1
Nayland Hunchback,Stradwicks,1
Norris Dolan,Said,1
Platt-Houston,Sir Moses,1
Rev. J. D. Hunchback,Stradwicks,1
Rev. J. D. Hunchback,croxted,1
Ryman,Said,1
Ryman,Sir Caesar,1
Ryman,Von,1
Ryman,ben,1
Said,Sir Amenti West,1
Said,Sir Crichton Davey,1
Said,Sir Moses,1
Said,Stradwicks,1
Said,astern,1
Said,god,1
Sir Moses,Siva,1
Sir Moses Shen,Yan,1
Sir Moses Shen,dan,1
Siva,Yan,1
Siva,croxted,1
Siva,edwards,1
Von,ben,1
Wapping,edwards,1
Yan,dan,1
Yan,inspector,1
big,inspector,1
edwards,inspector,1
