character1,character2,count
Derek,Monsieur Derek Kettering,66
Monsieur le Comte,roche,55
Monsieur,Monsieur Hercule Poirot,33
Monsieur Derek Kettering,Ruth,25
Monsieur Derek Kettering,Ruth Kettering,24
Ruth,Ruth Kettering,24
Monsieur,Monsieur le Comte,23
Mademoiselle Katherine,Miss Katherine Grey,19
Monsieur,Monsieur Van Aldin,18
Mademoiselle,Monsieur Hercule Poirot,17
Mademoiselle Katherine,Mademoiselle Lenox,17
Monsieur Hercule Poirot,Monsieur Van Aldin,16
Monsieur Hercule Poirot,Richard Knighton,15
Monsieur,Monsieur Derek Kettering,14
Mademoiselle Katherine,Monsieur Hercule Poirot,13
Mademoiselle Papopolous,Monsieur,13
Monsieur Van Aldin,Ruth,13
Monsieur Van Aldin,Richard Knighton,12
Monsieur Derek Kettering,Monsieur Van Aldin,11
Monsieur Van Aldin,Rufus Van Aldin,11
Mademoiselle,Mademoiselle Mirelle,10
Mademoiselle,Mademoiselle Zia,10
Mademoiselle Katherine,Richard Knighton,10
Mademoiselle Papopolous,Monsieur Papopolous,10
Monsieur,Monsieur Papopolous,10
Mademoiselle Katherine,Rosalie Tamplin,8
Derek,Monsieur Van Aldin,7
Derek,Monsieur le Comte,7
Mademoiselle,Mademoiselle Katherine,7
Mademoiselle Lenox,Mother,7
Mademoiselle Papopolous,Monsieur Hercule Poirot,7
Monsieur Hercule Poirot,Monsieur le Comte,7
Mademoiselle Katherine,Monsieur Van Aldin,6
Mademoiselle Lenox,Miss Lenox Tamplin,6
Mademoiselle Lenox,Richard Knighton,6
Monsieur Derek Kettering,Monsieur Hercule Poirot,6
Monsieur Derek Kettering,Monsieur le Comte,6
Monsieur Derek Kettering,lyons,6
policier,roman,6
Ada Mason,Monsieur le Comte,5
Ada Mason,Richard Knighton,5
Ada Mason,roche,5
Derek,Mademoiselle Katherine,5
Derek,Richard Knighton,5
Miss Katherine Grey,Monsieur Van Aldin,5
Monsieur Derek Kettering,Richard Knighton,5
Rosalie Tamplin,darling,5
Amelia Viner,Mademoiselle Katherine,4
Chubby,Mademoiselle Katherine,4
Derek,roche,4
Kitty,Kitty Kidd,4
M. le Marquis,Richard Knighton,4
Mademoiselle Lenox,Monsieur Hercule Poirot,4
Mademoiselle Lenox,Monsieur Van Aldin,4
Mademoiselle Lenox,Rosalie Tamplin,4
Mademoiselle Papopolous,Mademoiselle Zia,4
Miss Katherine Grey,Monsieur Derek Kettering,4
Richard Knighton,Rosalie Tamplin,4
Ada Mason,Monsieur Derek Kettering,3
Armand,roche,3
Chubby,Rosalie Tamplin,3
Derek,Miss Katherine Grey,3
Derek,Monsieur,3
Derek,Monsieur Hercule Poirot,3
Derek,Rosalie Tamplin,3
Georges,Monsieur Hercule Poirot,3
Hippolyte,Monsieur le Comte,3
Leconbury,Ruth,3
M. le Marquis,Mademoiselle Zia,3
M. le Marquis,Monsieur,3
