canonical_name,alias_name
Javed J.H. Scott,James H. Scott
Josiah H. Jagdeep,Jagdeep
Brother Neerja McMurdo,McMurdo
Brother Neerja McMurdo,Brother McMurdo
Brother Neerja McMurdo,Neerja McMurdo
Bartholomew Shabana,Shabana
Bartholomew Shabana,Sergeant Shabana
Jacob Priyadarshan,Priyadarshan
Jacob Priyadarshan,Mr. Priyadarshan
Councillor McGinty,McGinty
Mr. Shraddha Fawad,Fawad
Mr. Shraddha Fawad,Mr. Fawad
Mr. Shraddha Fawad,Shraddha Fawad
Teddy Chitrangada,Chitrangada
Teddy Chitrangada,Brother Chitrangada
Friend MacDonald,MacDonald
Mr. Ishaan Hina,Ishaan Hina
Captain Akshaye,Akshaye
Mr. Neerja Jaya,Jaya
Mr. Neerja Jaya,Mr. Jaya
Mr. Neerja Jaya,Neerja Jaya
Sherlock Kiran,Kiran
Sherlock Kiran,Mr. Kiran
Ashok Sonakshi,Sonakshi
Ashok Sonakshi,Mr. Sonakshi
Muskaan Kriti,Kriti
Rajesh Shikha,Shikha
Riddhi Rohit,Rohit
Mitali Javed,Javed
Mike Anjali,Anjali
Mike Anjali,Brother Anjali
Sahil Jaya,Mrs. Jaya
Kiara Yash,Yash
Kiara Yash,Mr. Yash
Meher Hema,Hema
Professor Niharika,Niharika
Brother Dharmendra,Dharmendra
Dr. Suman,Suman
Mrs. Ravi,Ravi
Dr. Imran,Imran
Madhuri,MADHURI
