canonical_name,alias_name
Dr. Woodford Freeman,Freeman
Dr. Woodford Freeman,Dr. Freeman
Dr. Woodford Freeman,Doctor Freeman
Dr. Woodford Freeman,Woodford Freeman
Dr. Chappie Artemus,Artemus
Dr. Chappie Artemus,Dr. Artemus
Dr. Chappie Artemus,Chappie Artemus
Dr. Jonathan Simon,Simon
Dr. Jonathan Simon,Dr. Simon
Dr. Jonathan Simon,Jonathan Simon
Jonathan Bonington,Bonington
Dr. Pepys Cropper,Cropper
Dr. Pepys Cropper,Dr. Cropper
Julius D'Arblay,Darblay
Julius D'Arblay,D'Arblay
Julius D'Arblay,D’Arblay
Julius D'Arblay,J. D'Arblay
Miss D’Arblay,Miss Darblay
Miss D’Arblay,Miss D'Arblay
Cornish Carolus,Miss Carolus
Pepper Dewsnep,Dewsnep
Mrs. Dewsnep,Mrs Dewsnep
Mr. Dewsnep,Mr Dewsnep
John Pylorus,Pylorus
Susan Sarah,Miss Sarah
Simon Gray,Gray
Simon Gray,Mr Gray
Simon Gray,Mr. Gray
Barber R,Mr. R
Barber R,Mr. R.
The man,Sergeant Man
Superintendent Hollands,Hollands
Inspector Solomon,Solomon
Dr. Porter,Porter
Mr. Miller,Miller
Mr. Martha,Martha
Miss Van,Van
