character1,character2,count
Barney,Barney Stockdale,4
Barney,Susan,4
Harrow,weald,4
Douglas,Douglas Maberley,2
Douglas,Mortimer Maberley,2
Douglas Maberley,Mortimer Maberley,2
Dr. Watson,Steve (Masser Holmes),2
Perkins,Steve (Masser Holmes),2
Barney Stockdale,Susan,1
Douglas,Steve (Masser Holmes),1
Dr. Watson,Langdale Pike,1
Harrow,Mr. Sutro,1
Harrow,Steve (Masser Holmes),1
Langdale Pike,Steve (Masser Holmes),1
Mary,Mary Maberley,1
Mary,Mortimer Maberley,1
Mary Maberley,Mortimer Maberley,1
Steve,Steve (Masser Holmes),1
Steve,john,1
