character1,character2,count
Jack Fleur,Mr. Karkaroff,6
Jack Fleur,Mr. Queenie,4
Lily Scorpius,Miss Boggart Scorpius,4
Miss Boggart,Miss Boggart Scorpius,4
Mr. Karkaroff,Mr. Queenie,4
Bellatrix,Bellatrix Molly,2
Miss Boggart Scorpius,Petunia,2
Bellatrix,Miss Boggart,1
Bellatrix,Miss Boggart Scorpius,1
Bellatrix,Mr. Horace Lethifold,1
Bellatrix Molly,Miss Boggart,1
Bellatrix Molly,Miss Boggart Scorpius,1
Bellatrix Molly,Mr. Horace Lethifold,1
Jack Fleur,Lily Scorpius,1
Jack Fleur,Miss Boggart Scorpius,1
Jack Fleur,roaring,1
Leta Child,Petunia,1
Miss Boggart Scorpius,Veela Scorpius,1
Mr. Horace Lethifold,Petunia,1
