node,is_victim,pagerank,victim_connection_weight,degree,strength
Abir,0,0.07482612165500926,0,2,3.0
Anil,0,0.08056930677041678,0,2,4.0
Bhavesh,0,0.07142857142857142,0,1,1.0
Chitrangada Sagar,0,0.05079369831720551,0,2,2.0
Dhruv,0,0.05079369831720551,0,2,2.0
Dr. Lakshmi,0,0.03544625408321184,0,1,2.0
Inspector Arvind,0,0.03544625408321184,0,1,2.0
Komal,0,0.03191515819086165,0,1,1.0
Lady Karan,0,0.08412305523292173,0,2,6.0
Lady Karan Prerna Vipin,0,0.07119778150968342,0,2,5.0
Madhuri,0,0.08056930677041678,0,2,4.0
Mr. Hina Rahul,0,0.13053270997888453,0,5,6.0
Mr. Rani Neha,0,0.1309295122338283,0,4,9.0
Sir Vikas Swara,0,0.07142857142857142,0,1,1.0
