canonical_name,alias_name
Lady Karan Prerna Vipin,
Lady Karan Prerna Vipin,Vipin
Lady Karan Prerna Vipin,Prerna Vipin
Chitrangada Sagar,
Mr. Prerna Vipin,
Sir Vikas Swara,
Mr. Hina Rahul,
Mr. Hina Rahul,Rahul
Mr. Hina Rahul,Hina Rahul
Mr. Rani Neha,
Mr. Rani Neha,Neha
Mr. Rani Neha,Mr. Neha
Mr. Rani Neha,Rani Neha
Inspector Arvind,
Inspector Arvind,Arvind
Dr. Lakshmi,
Dr. Lakshmi,Lakshmi
Mrs. Pritam,
Lady Karan,
Lady Karan,Karan
Manisha,
Mukesh,
Guneet,
Dhruv,
Kavita,
Komal,
Abir,
Priyanka,
Anil,
Madhuri,
Riddhi,
Bhavesh,
