canonical_name,alias_name
J. NEIL GIBSON,
J. NEIL GIBSON,Gibson
Mr. Joyce Persano,
Mr. Joyce Persano,Persano
Mr. Joyce Persano,Mr. Persano
Mr. Joyce Persano,Joyce Persano
Mr. Holmes James,
Mr. Holmes James,Mr. James
Mr. Watson Pinto,
Mr. Watson Pinto,Pinto
Mr. Watson Pinto,Mr. Pinto
Mr. Watson Pinto,Watson Pinto
Mr. Watson Pinto,MR. Watson Pinto
Miss Grace Maria,
Miss Grace Maria,Maria
Miss Grace Maria,Miss Maria
Coventry Marlow,
Dunbar Lincoln,
Cummings Bates,
Neil Sherlock,
Neil Sherlock,Sherlock
Ferguson John,
Mr. Grace J,
Sergeant Isadora,
Mrs. Persano,
Phillimore,
Dr. An,
Dr. An,An
billy,
king,
