canonical_name,alias_name
Mr. Francois Williams,
Mr. Francois Williams,Williams
Mr. Francois Williams,Mr. Williams
Mr. Francois Williams,Francois Williams
Mr. Buddha Treasure,
Mr. Buddha Treasure,Buddha Treasure
Mordecai Forrester,
Mrs. Abel Atheney,
Mrs. Abel Atheney,AtheneY
Mrs. Abel Atheney,Atheney
Mrs. Abel Atheney,Mrs. Atheney
Lestrade Wiggins,
Miss Khan Arthur,
Miss Khan Arthur,Arthur
Miss Khan Arthur,Miss Arthur
Miss Khan Arthur,Khan Arthur
Holder Bernstone,
Jonathan Chowdar,
Mr. Sholto Agra,
Mr. Sholto Agra,Agra
Mr. Sholto Agra,Mr. Agra
Mr. Sholto Agra,Sholto Agra
Gregson Goethe,
Lestrade Smith,
Lestrade Smith,Smith
Wilson Morstan,
Wilson Morstan,Morstan
Wilson Morstan,Mrs. Morstan
Smalls Euclid,
Smalls Euclid,Euclid
Paul Somerton,
Mr. Cecil Lal,
Mr. Cecil Lal,Lal
Mr. Cecil Lal,Mr. Lal
Mr. Cecil Lal,Cecil Lal
Jim Greathed,
Jim Greathed,Greathed
Thaddeus Lal,
Jack Villard,
Jack Villard,Villard
Reade White,
God Dawson,
God Dawson,Dawson
Tonga Nana,
Brother Thaddeus,
Brother Thaddeus,Thaddeus
Dr. Bartholomew,
Mrs. Bromley,
Dr. Alison,
Dr. Alison,Alison
Sir Aurora,
Mr. Holmes,
Mr. Holmes,Holmes
Mr. Cecil,
Mr. Cecil,Cecil
Mrs. The,
Sherlock,
Abdullah,
Mordecai,
Sherman,
Mahomet,
Sholto,
Smiths,
Hudson,
Nelson,
Akbar,
Brown,
Sahib,
Jones,
Khan,
Dost,
This,
Toby,
Rao,
Sam,
watson,
athelney,
jefferson,
hope,
mary,
small,
singh,
john,
astrakhan,
blondin,
jean,
norwood,
winwood,
achmet,
colin,
