character1,character2,count
Mr. Sholto Agra,Sholto,36
Mr. Cecil,Mr. Cecil Lal,23
Mr. Sholto Agra,This,12
Brother Thaddeus,Mr. Cecil Lal,11
Brother Thaddeus,Thaddeus Lal,11
Jim Greathed,This,11
Mr. Cecil Lal,Thaddeus Lal,11
Mordecai,Mordecai Forrester,7
Mr. Cecil Lal,This,7
Mr. Francois Williams,Mr. Sholto Agra,6
Mr. Francois Williams,This,5
Sahib,This,5
God Dawson,Mordecai,4
Miss Khan Arthur,Mr. Cecil Lal,4
Miss Khan Arthur,This,4
Nelson,This,4
Rao,This,4
Brother Thaddeus,This,3
Jack Villard,This,3
Jim Greathed,Mr. Francois Williams,3
Jonathan Chowdar,Mordecai,3
Jonathan Chowdar,Mordecai Forrester,3
Khan,Miss Khan Arthur,3
Lestrade Smith,This,3
Mr. Cecil Lal,Mr. Sholto Agra,3
This,small,3
Brother Thaddeus,Nelson,2
Dost,Sahib,2
Dost,This,2
Dr. Alison,Mr. Sholto Agra,2
God Dawson,Jonathan Chowdar,2
God Dawson,Mordecai Forrester,2
Jack Villard,Mordecai,2
Jim Greathed,Miss Khan Arthur,2
Jim Greathed,Mr. Sholto Agra,2
Miss Khan Arthur,Sahib,2
Mr. Cecil,This,2
Mr. Francois Williams,Mrs. Abel Atheney,2
Mr. Francois Williams,Nelson,2
Mr. Sholto Agra,Reade White,2
Thaddeus Lal,This,2
Abdullah,Mr. Francois Williams,1
Abdullah,Toby,1
Brown,Rao,1
Dost,Jack Villard,1
Dr. Alison,Sholto,1
Dr. Alison,This,1
God Dawson,Jim Greathed,1
God Dawson,This,1
Gregson Goethe,Mr. Sholto Agra,1
Gregson Goethe,This,1
Hudson,This,1
Jack Villard,Mordecai Forrester,1
Jim Greathed,Jonathan Chowdar,1
Jim Greathed,Mordecai,1
Jim Greathed,Mordecai Forrester,1
Jim Greathed,Nelson,1
Jim Greathed,Sholto,1
Jones,Wilson Morstan,1
Khan,This,1
Lestrade Smith,Mr. Francois Williams,1
Lestrade Smith,Nelson,1
Lestrade Wiggins,Miss Khan Arthur,1
Mahomet,Sir Aurora,1
Miss Khan Arthur,Mrs. Abel Atheney,1
Miss Khan Arthur,Nelson,1
Miss Khan Arthur,hope,1
Miss Khan Arthur,norwood,1
Mr. Cecil,Mr. Sholto Agra,1
Mr. Cecil,Sholto,1
Mr. Cecil Lal,Nelson,1
Mr. Cecil Lal,Sahib,1
Mr. Cecil Lal,Sholto,1
Mr. Cecil Lal,norwood,1
Mr. Francois Williams,Sholto,1
Mr. Francois Williams,Toby,1
Mr. Holmes,Rao,1
Mr. Sholto Agra,Wilson Morstan,1
Mrs. Abel Atheney,hope,1
Nelson,Thaddeus Lal,1
Sahib,small,1
Sahib,watson,1
Sholto,This,1
Smiths,This,1
This,Tonga Nana,1
hope,small,1
