character1,character2,count
Lady Christenson,Sir Wayans Christenson,9
King,King Men-her-Ra,3
Monsieur Paltrow,Sir Wayans Christenson,3
Sir Hutton,Sir Hutton Christenson,3
Sir Hutton,Sir Wayans Christenson,3
Sir Hutton Christenson,Sir Wayans Christenson,3
Barlow,Monsieur Paltrow,2
Barr Jordan,Robert Koshy,2
Carrey,Giamatti,2
Dr. Fanning,Sir Hutton,2
King,Monsieur Paltrow,2
King Men-her-Ra,Monsieur Paltrow,2
Lady Christenson,Monsieur Paltrow,2
Monsieur Paltrow,Sir Hutton,2
Barlow,Dr. Fanning,1
Barlow,Sir Hutton,1
Barr,Barr Jordan,1
Barr Jordan,Mr. Adam,1
Carrey,Monsieur Paltrow,1
Carrey,Robert Koshy,1
Carrey,Sir Wayans Christenson,1
Chastain,Robert Koshy,1
Dr. Fanning,Monsieur Paltrow,1
Dr. Fanning,Sir Hutton Christenson,1
Dr. Fanning,Sir Wayans Christenson,1
Lord Akerman,Sir Wayans Christenson,1
Lord Akerman,Tut-ankh-Amen,1
Mr. Adam,Robert Koshy,1
Mr. Adam,Sir Hutton,1
Sir Wayans Christenson,Tut-ankh-Amen,1
