canonical_name,alias_name
Miss Mary Sutherland,
Miss Alice Rucastle,
Miss Alice Rucastle,Rucastle
Miss Alice Rucastle,Miss Rucastle
Miss Alice Rucastle,Alice Rucastle
Miss Violet Hunter,
Miss Violet Hunter,Hunter
Miss Violet Hunter,Miss Hunter
Miss Violet Hunter,Violet Hunter
Sherlock Holmes,
Sherlock Holmes,Holmes
Sherlock Holmes,Mr. Holmes
Jephro Rucastle,
Mrs. Rucastle,
Mr. Rucastle,
Miss Stoper,
Mrs. Toller,
Mrs. Toller,Toller
Miss Alice,
Miss Alice,Alice
Mr. Fowler,
Watson,
Jephro,
holmesi,
spence,
munro,
southerton,
carlo,
