character1,character2,count
Miss Pauline,a,110
Fleming Stone,a,105
Miss Lucy Carrington,a,90
Fleming Stone,Miss Pauline,48
Cousin Lucy,Miss Lucy,40
Gray Haviland,a,39
Anita,Miss Pauline,36
Pauline Stuart,a,36
Carrington Loria,a,35
Gray,Gray Haviland,33
Anita,a,31
Cousin Lucy,a,30
Cousin Lucy,Miss Lucy Carrington,29
Miss Pauline,Pauline Stuart,25
Tom Hardy,a,25
Anita Frayne,a,24
Carrington Loria,Cousin Carr,24
Anita,Anita Frayne,23
Gray Haviland,Miss Pauline,20
Anita,Fleming Stone,19
a,snake,19
Carr Loria,Carrington Loria,18
Carr Loria,Cousin Carr,18
Inspector Brunt,inspector,18
Estelle,a,17
Fleming Stone,Miss Lucy Carrington,17
Gray,Miss Pauline,17
Carrington Loria,Fleming Stone,16
Carrington Loria,Miss Pauline,16
Cousin Lucy,Miss Pauline,15
Fleming Stone,Pauline Stuart,15
Anita,Gray Haviland,14
Carrington Loria,Miss Lucy Carrington,14
Cousin Carr,Miss Pauline,14
Fleming Stone,Tom Hardy,14
Gray,a,14
Miss Lucy Carrington,Pauline Stuart,14
Anita Frayne,Miss Lucy Carrington,13
Bates,a,13
Fleming Stone,Gray Haviland,13
Miss Lucy Carrington,Miss Pauline,13
Anita,Miss Lucy Carrington,12
Coroner Scofield,Mr. Coroner,12
Cousin,a,12
a,fortune,12
Miss Lucy,Miss Lucy Carrington,11
Miss Lucy,a,11
Mrs. Frothingham,a,11
Ahri,a,10
Anita,Gray,10
Anita Frayne,Pauline Stuart,10
Cousin Lucy,Lady Lucy,10
Mr. Coroner,a,10
a,inspector,10
Anita Frayne,Fleming Stone,9
Cousin Carr,Fleming Stone,9
Cousin Carr,a,9
Ahri,Carrington Loria,8
Cousin,Miss Pauline,8
Gray Haviland,Miss Lucy Carrington,8
Henri,Henri Charlier,8
Henri Charlier,a,8
Inspector Brunt,a,8
a,boudoir,8
Anita Frayne,Gray Haviland,7
Bates,Estelle,7
Carr Loria,a,7
Carrington Loria,Gray Haviland,7
Estelle,Miss Pauline,7
Fleming Stone,boudoir,7
Miss Lucy Carrington,boudoir,7
Miss Lucy Carrington,fortune,7
Bates,Fleming Stone,6
Bates,Miss Lucy Carrington,6
Carr Loria,Miss Pauline,6
Cleopatra,a,6
Coroner Scofield,a,6
Cousin,Cousin Lucy,6
Cousin Lucy,Fleming Stone,6
Cousin Lucy,Gray Haviland,6
Gray Haviland,Tom Hardy,6
Miss Lucy Carrington,Mr. Coroner,6
Anita,Estelle,5
Cousin Lucy,Gray,5
Detective Hardy,Tom Hardy,5
Doctor Stanton,a,5
