character1,character2,count
Madame And,Old,273
Madame And,Old And,162
Old,Old And,162
Madame And,Voldemort Phoenix Ravenclaw,128
Madame Severus,Queenie Ravenclaw Severus,127
Count,Madame And,112
Madame And,Magistrate,93
Madame And,Viscount Black,91
Madame And,Pierre-Marie Fluffy,65
Madame And,Queenie,62
Marie Pierre Phoenix,Voldemort,61
Marie Pierre Phoenix,Voldemort Phoenix,61
Voldemort,Voldemort Phoenix,61
Madame And,Viscount Black de Grindelwald,60
Count Dobby de Grindelwald,Viscount Black de Grindelwald,49
Broomstick,Broomstick Fudge d'Arlange,47
Count,Viscount Black de Grindelwald,47
Madame And,Queenie Ravenclaw Severus,45
Madame And,Where,45
Count,Count Dobby de Grindelwald,44
Fudge,Madame And,43
Queenie Ravenclaw Severus,Voldemort Phoenix Ravenclaw,40
Madame And,Madame Severus,35
Madame And,crime,35
Madame And,Viscount,33
Old,Voldemort Phoenix Ravenclaw,32
Madame And,Marie Pierre Phoenix,31
Viscount Black,Viscount Black de Grindelwald,30
Madame And,Madame Niffler,28
Viscount,Viscount Black de Grindelwald,24
Magistrate,Viscount Black,22
Broomstick,Madame And,21
Madame And,Voldemort,21
Madame And,Voldemort Phoenix,21
Broomstick Fudge d'Arlange,Madame And,18
Count Dobby de Grindelwald,Madame And,18
Madame Severus,Voldemort Phoenix Ravenclaw,18
Bowtruckle,Madame And,17
Count,Queenie Ravenclaw Severus,17
Count,Viscount Black,17
Count,Voldemort Phoenix Ravenclaw,17
Halfblood,Madame And,17
Madame And,Order,17
Count,Madame Severus,16
Commissary,Madame And,15
Madame And,Yaxley Find,15
Magistrate,Old,15
Madame Niffler,Voldemort Phoenix Ravenclaw,14
Old,Pierre-Marie Fluffy,14
Broomstick,Fudge,13
Pierre-Marie Fluffy,Queenie,13
Viscount Black de Grindelwald,Voldemort Phoenix Ravenclaw,12
Bludger,Madame And,11
Madame And,My wife,11
Madame And,assassin,11
Madame And,mademoiselle,11
Old And,Voldemort Phoenix Ravenclaw,11
Viscount Black,Voldemort Phoenix Ravenclaw,11
Madame Severus,Old,10
Old,Queenie,10
Old,Queenie Ravenclaw Severus,10
Viscount,Viscount Black,10
Broomstick,Magistrate,9
Broomstick Fudge d'Arlange,Magistrate,9
Count,Queenie,9
Madame And,widow,9
Old,Viscount Black,9
Alastor,Madame And,8
Bathilda,Voldemort Phoenix Ravenclaw,8
Bowtruckle,Marie Pierre Phoenix,8
Count,Old,8
Count,Pierre-Marie Fluffy,8
Count,Viscount,8
Count Dobby de Grindelwald,Viscount Black,8
Fudge,Magistrate,8
Madame And,chance,8
Magistrate,mademoiselle,8
Marie Pierre Phoenix,Old,8
Old,Viscount Black de Grindelwald,8
Queenie Ravenclaw Severus,Viscount Black de Grindelwald,8
Alastor,Old,7
Bowtruckle,Bowtruckle Phoenix,7
Bowtruckle Phoenix,Marie Pierre Phoenix,7
Count,Fudge,7
Pierre-Marie Fluffy,Viscount Black,7
Queenie,mademoiselle,7
Viscount,Voldemort Phoenix Ravenclaw,7
Chamber,Madame And,6
Count Dobby de Grindelwald,Queenie Ravenclaw Severus,6
Dungbomb,Madame And,6
Fudge,Pierre-Marie Fluffy,6
Fudge,Viscount Black,6
Luna,Madame And,6
Madame And,Patronus,6
Madame And,Pomona,6
Madame Severus,Viscount Black de Grindelwald,6
Marie Pierre Phoenix,Queenie Ravenclaw Severus,6
Old,Where,6
Pierre-Marie Fluffy,Viscount Black de Grindelwald,6
Queenie Ravenclaw Severus,Viscount Black,6
Bludger,Pierre-Marie Fluffy,5
Bowtruckle,Queenie Ravenclaw Severus,5
Broomstick,Viscount Black,5
Broomstick Padfoot,Madame And,5
Count,Marie Pierre Phoenix,5
Count Dobby de Grindelwald,Madame Severus,5
Fudge,Old,5
Fudge,Queenie,5
Fudge,Viscount Black de Grindelwald,5
Madame And,Stone,5
Madame And,mamma,5
Magistrate,Marie Pierre Phoenix,5
Magistrate,Pierre-Marie Fluffy,5
Magistrate,Queenie,5
Marie Pierre Phoenix,Viscount Black,5
Marie Pierre Phoenix,assassin,5
Old,Voldemort,5
Old,Voldemort Phoenix,5
Old And,Pierre-Marie Fluffy,5
Old And,Queenie,5
Viscount Black,Voldemort,5
Voldemort,assassin,5
Voldemort Phoenix,assassin,5
Yaxley Find,crime,5
Bathilda,Old,4
Bludger,Yaxley Find,4
Bowtruckle,Madame Severus,4
Broomstick,Old,4
Broomstick,Queenie,4
Broomstick,Viscount Black de Grindelwald,4
Commissary,Queenie,4
Count Dobby de Grindelwald,Old,4
Count Dobby de Grindelwald,Pierre-Marie Fluffy,4
Diggory,Madame And,4
Diggory,Madame Severus,4
Diggory,Queenie Ravenclaw Severus,4
Fudge,mademoiselle,4
Halfblood,Magistrate,4
Halfblood,Pierre-Marie Fluffy,4
Lucius,Lucius XIV,4
Madame Niffler,Old,4
Madame Severus,Viscount Black,4
Magistrate,Old And,4
Magistrate,Queenie Ravenclaw Severus,4
Magistrate,Voldemort,4
Magistrate,Voldemort Phoenix Ravenclaw,4
Magistrate,Where,4
Marie Pierre Phoenix,Old And,4
Marie Pierre Phoenix,Voldemort Phoenix Ravenclaw,4
Marie Pierre Phoenix,Yaxley Find,4
Old,Viscount,4
Old And,Voldemort,4
Old And,Voldemort Phoenix,4
Queenie,Viscount,4
Queenie Ravenclaw Severus,Voldemort,4
Queenie Ravenclaw Severus,Voldemort Phoenix,4
Viscount Black,Voldemort Phoenix,4
Viscount Black,crime,4
Voldemort,Yaxley Find,4
Voldemort Phoenix,Yaxley Find,4
Bathilda,Queenie,3
Bludger,Old,3
Bowtruckle,Viscount Black,3
Broomstick,Broomstick Goello,3
Broomstick,Count,3
