canonical_name,alias_name
Sir Wizardry Astoria Express,Astoria Express
Lieutenant Find Sirius,Sirius
Lieutenant Find Sirius,Mr. Sirius
Lieutenant Find Sirius,Mr. Find Sirius
Mr. Lee P. Umbridge,Umbridge
Mr. Lee P. Umbridge,Mr Umbridge
Mr. Lee P. Umbridge,Mr. Umbridge
Mr. Lee P. Umbridge,Lee Umbridge
Mr. Lee P. Umbridge,Mr. Lee Umbridge
Mr. Lee P. Umbridge,Lee P. Umbridge
Mr. Lee P. Umbridge,MR. Lee P. Umbridge
The Prime Minister,Prime Minister
V.A.Chaser,Professor Chaser
Miss Granger Dungbomb,Miss Dungbomb
Mrs. Nymphadora Snape,Nymphadora Snape
Sir Wizardry Astoria,Astoria
Miss Fawkes Alastor,Miss Alastor
Miss Fawkes Alastor,Fawkes Alastor
Mr. Luna Cattermole,Cattermole
Mr. Luna Cattermole,Mr. Cattermole
Mr. Luna Cattermole,Luna Cattermole
Miss Janet Pansy,Pansy
Miss Janet Pansy,Miss Pansy
Miss Janet Pansy,Janet Pansy
DEAR Voldemort,Voldemort
Monsieur Draco,Draco
A. Hufflepuff,Hufflepuff
A. Hufflepuff,MR. Hufflepuff
A. Hufflepuff,Mr. Hufflepuff
Cousin Fawkes,Fawkes
Little Pomona,Pomona
Aunt Dobby,Dobby
Julius Lee,Lee
Sister Grindelwald,Grindelwald
Inspector Ron,Ron
Miss Weasley,Weasley
Mr. Credence,Credence
_Mr. Brown_,Mr. Brown
