canonical_name,alias_name
THE HONOURABLE MISS HARRIS,Harris
THE HONOURABLE MISS HARRIS,Miss Harris
THE HONOURABLE MISS HARRIS,Honourable Miss Harris
Miss Bradbury Sarandon,Sarandon
Miss Bradbury Sarandon,Miss Sarandon
Miss Bradbury Sarandon,Bradbury Sarandon
Mr. Kauffman O'neal,O'neal
Mr. Kauffman O'neal,Mr. O'neal
Mr. Kauffman O'neal,Kauffman O'neal
Miss Harris Benning,BENNING
Miss Harris Benning,Benning
Sir Zhang Hathaway,Zhang Hathaway
Sir Zhang Hathaway,SIR ZHANG HATHAWAY
Sir Zhang Hathaway,SIR Zhang Hathaway
Mr. Armstrong Cruz,Cruz
Mr. Armstrong Cruz,Mr. Cruz
Lady Brown Harris,LADY BROWN HARRIS
Jason Mcconaughey,MCCONAUGHEY
Jason Mcconaughey,Mcconaughey
Mr. Turner Parker,Mr. Parker
Mr. Turner Parker,Turner Parker
Miss Ellis Harris,Ellis Harris
Lieutenant Gable,Mr. Gable
Mr. Behar Quaid,Quaid
Mr. Behar Quaid,Behar Quaid
Connelly Dookie,Dookie
Connelly Dookie,Mr. Dookie
Watanabe' lumme,Watanabe Lumme
Miss Dano Adam,Adam
Miss Dano Adam,Miss Adam
Miss Dano Adam,Dano Adam
Elsie McBride,Mrs. McBride
Mr. Bach Adam,Mr. Adam
Mr. Bach Adam,Bach Adam
Snaky Jordan,Jordan
Lord Harris,LORD HARRIS
Master Bach,Bach
Aunt Ellis,Miss Ellis
Superintendent Cruz,SUPERINTENDENT CRUZ
DOCTOR Knopfler,Knopfler
DOCTOR Knopfler,Dr. Knopfler
Professor Behar,Behar
Mr. Ashley,Ashley
Lady Brown,Brown
Sir Zhang,Zhang
Mr. Swift,Swift
Mr. Paley,Paley
Miss Dano,Dano
Zeta,ZETA
