canonical_name,alias_name
Mrs. Unforeseen Bhowanee,
Mrs. Unforeseen Bhowanee,Bhowanee
Mrs. Unforeseen Bhowanee,Mrs. Bhowanee
Mrs. Unforeseen Bhowanee,Unforeseen Bhowanee
Mr. Unforeseen Bhowanee,
Mr. Unforeseen Bhowanee,Mr. Bhowanee
Mr. Bartholemew Goliath,
Mr. Bartholemew Goliath,Goliath
Mr. Bartholemew Goliath,Mr. Goliath
Matilda Frankenstein,
Bartholemew Bhowanee,
Bartholemew Bhowanee,Miss Bhowanee
Mr. Billingsgate God,
Mr. Billingsgate God,Mr. God
Quatorz Shakespeare,
Quatorz Shakespeare,Shakespeare
Mr. Wargrove Fergus,
Mr. Wargrove Fergus,Fergus
Mr. Wargrove Fergus,Mr. Fergus
Mr. Wargrove Fergus,Wargrove Fergus
Mrs. Judson Goliath,
Mrs. Judson Goliath,Mrs. Goliath
Mrs. Judson Goliath,Judson Goliath
Miss Aaron Bhowanee,
Miss Aaron Bhowanee,Aaron Bhowanee
Mr. Steerforth God,
Mr. Steerforth God,Steerforth God
Meadow Shakespeare,
Granny Wainwright,
Granny Wainwright,Wainwright
Granny Wainwright,Mrs. Wainwright
Bartholemew Hants,
Bartholemew Hants,Hants
Miss Hants,
Mr. Hants,
Trays Shakespeare,
Thackeray Quinze,
Mr. Balzac Scott,
Mr. Balzac Scott,Scott
Mr. Balzac Scott,Mr. Scott
Mr. Balzac Scott,Balzac Scott
Lady Goethe Don,
Lady Goethe Don,Don
Lady Goethe Don,Goethe Don
Bay Steerforth,
Bay Steerforth,Steerforth
Bay Steerforth,Mr. Steerforth
Shylock Norman,
Quixote Taylor,
George Joseph,
George Joseph,Joseph
George Joseph,Miss Joseph
Tilly Darling,
Tilly Darling,Miss Darling
Deborah Debby,
Judson Joseph,
Garner Joseph,
Andrew Rachel,
Beatrice Tray,
Beatrice Tray,Tray
Miss Tray,
Mrs. Tray,
Qian Lillian,
Tinker Tyler,
Tinker Tyler,Tyler
Beecot Judas,
Pish Goliath,
Paul Dorrit,
Heaven Yuss,
Sharp Hants,
Tinker God,
Tinker God,Mrs. God
Aaron Tray,
Anne Jabez,
Anne Jabez,Jabez
Anne Jabez,Mr. Jabez
Paul Hurd,
Paul Hurd,Hurd
Purr Junk,
Page Ford,
Page Ford,Ford
Miss Bartholemew,
Miss Bartholemew,Bartholemew
Paterfamilias,
Miss Charming,
Billingsgate,
Lady Goethe,
Lady Goethe,Goethe
Unforeseen,
Miss Aaron,
Miss Aaron,Aaron
Commercial,
Elizabeth,
Matilder,
Mr. Hawk,
Mr. Hawk,Hawk
Wargrove,
Gaboriau,
Sampson,
Suzanne,
Sunbeam,
Othello,
Galahad,
Herrick,
Stowley,
Baileys,
Meadow,
Tawsey,
Aurora,
Sylvia,
Julius,
Balzac,
Garner,
Lemuel,
Judson,
Granny,
George,
Duenna,
Stably,
Green,
Barty,
Trays,
Cezar,
Sahib,
Sharp,
Marie,
Simon,
Humph,
Louis,
David,
Becky,
Krill,
Shell,
Billy,
Jacko,
Tilly,
Pash,
Jove,
Page,
Pish,
Hume,
Gad,
Zat,
Lor,
Old,
i,
dulcinea,
hay,
grexon,
copperfield,
bart,
jezebel,
hokar,
kalee,
master,
policeman,
wittington,
antoinette,
maud,
stretchers,
sandal,
falstaff,
meadows,
jessop,
jarvey,
hullo,
englis,
goor,
tupounee,
tempest,
clump,
beechill,
a,
woman,
henry,
wood,
