character1,character2,count
General,Major Shilpa Alok,91
General,General Alok,89
General Alok,Major Shilpa Alok,89
Lord,Lord Bhumi,73
Bar Shilpa,Major Shilpa Alok,43
Captain Gaurav,Major Shilpa Alok,40
Major,Major Shilpa Alok,39
Captain Gaurav,Gaurav Alok,35
Gaurav Alok,Major Shilpa Alok,35
Miss Mrunal Kavya,Mrunal,29
Lord,Lord Bhumi Swara,22
Lord Bhumi Swara,Major Shilpa Alok,20
Lord Bhumi,Lord Bhumi Swara,19
Detective-Inspector Meenal,Lord Bhumi Swara,16
Dr. Udita,Lord Bhumi Swara,14
Sagar,Sagar Monali,14
Bar Shilpa,Captain Gaurav,13
Colonel,Colonel Ritesh,13
Major Shilpa Alok,Miss Mrunal Kavya,12
Lord,Major Shilpa Alok,11
Captain,Major Shilpa Alok,10
Death,General,10
Lord Bhumi Swara,Mr. J. Mukesh,10
Akanksha,Miss Akanksha Tanmay,9
Captain Gaurav,Lord Bhumi Swara,9
Detective-Inspector Meenal,Inspector Meenal,9
General,Lord,9
Henry Medha,Sir Medha Shabana,8
Karun,Karun Abhay,8
-- Kiran,Captain Gaurav,7
Bar Shilpa,Lord Bhumi Swara,7
Death,Major Shilpa Alok,7
General,Henry Disha,7
General,Lord Bhumi Swara,7
General,Miss Mrunal Kavya,7
Miss Mrunal Kavya,Sagar,7
Rajesh Alia,Zoya,7
Rajesh Alia,Zoya Alia,7
Zoya,Zoya Alia,7
-- Kiran,Lord Bhumi Swara,6
Bar Shilpa,Gaurav Alok,6
Bar Shilpa,General,6
Captain,Captain Alok,6
Captain Alok,Major Shilpa Alok,6
Colonel,Lord Bhumi Swara,6
Dr. Udita,General,6
Major Shilpa Alok,Mr. Madhuri,6
Colonel Ritesh,Lord Bhumi Swara,5
Death,General Alok,5
Gaurav Alok,Lord Bhumi Swara,5
General Alok,Miss Mrunal Kavya,5
Henry Disha,Major Shilpa Alok,5
Lord,Major,5
Lord Bhumi,Major Shilpa Alok,5
Captain Gaurav,Miss Mrunal Kavya,4
Detective-Inspector Meenal,Lord Bhumi,4
Detective-Inspector Meenal,Major Shilpa Alok,4
Dr. Udita,Major Shilpa Alok,4
General,Sagar,4
General Alok,Henry Disha,4
General Alok,Lord,4
General Alok,Sagar,4
Henry Disha,Miss Mrunal Kavya,4
Henry Disha,Portman Square,4
Lord,may,4
Lord Bhumi Swara,Rohan,4
Major Shilpa Alok,Mitali,4
Major Shilpa Alok,Sagar,4
Miss Mrunal Kavya,Mohit,4
Miss Mrunal Kavya,Mr. Karan,4
Miss Mrunal Kavya,Sagar Monali,4
Navya,Navya Amitabh,4
Akanksha,Miss Mrunal Kavya,3
Akshay Nandita,Lord Bhumi Swara,3
Bar Shilpa,Major,3
Bar Shilpa,Miss Mrunal Kavya,3
Captain,Captain Gaurav,3
Captain,Major,3
Captain Gaurav,General,3
Captain Gaurav,Major,3
Captain Gaurav,Neelam,3
Death,Henry Disha,3
Detective-Inspector Meenal,General,3
Detective-Inspector Meenal,Lord,3
Detective-Inspector Meenal,Mr. J. Mukesh,3
Detective-Inspector Meenal,street,3
Dr. Udita,General Alok,3
Dr. Udita,Miss Mrunal Kavya,3
General,Mitali,3
General,Sagar Monali,3
General,fire,3
General,may,3
General,somebody,3
General Alok,Sagar Monali,3
Henry Disha,Lord Bhumi Swara,3
Inspector Meenal,Lord Bhumi Swara,3
Karun Abhay,Miss Mrunal Kavya,3
Lord,somebody,3
Lord Bhumi,Major,3
Lord Bhumi,Miss Mrunal Kavya,3
Lord Bhumi,somebody,3
Lord Bhumi Swara,M. Divya,3
Lord Bhumi Swara,Mr. Madhuri,3
Lord Bhumi Swara,Sir Medha Shabana,3
Lord Bhumi Swara,Yash,3
Lord Bhumi Swara,street,3
M. Divya,Mr. J. Mukesh,3
Major Shilpa Alok,Mr. J. Mukesh,3
Major Shilpa Alok,Mrunal,3
Major Shilpa Alok,Portman Square,3
Major Shilpa Alok,Sagar Monali,3
Major Shilpa Alok,fire,3
Major Shilpa Alok,may,3
Miss Mrunal Kavya,Prateek,3
Mr. J. Mukesh,Mr. Karan,3
Navya,Rajesh Alia,3
-- Kiran,Kiran Alok,2
-- Kiran,Major Shilpa Alok,2
Akanksha,Lord Bhumi Swara,2
Akshay Nandita,Darshan Chitrangada,2
Ashok,Lord Bhumi Swara,2
Austin Urmila,Mohanlal Urmila,2
Bar Shilpa,Captain,2
Bar Shilpa,Detective-Inspector Meenal,2
Bar Shilpa,General Alok,2
Bar Shilpa,Henry Disha,2
Bar Shilpa,Mr. J. Mukesh,2
Bar Shilpa,Portman Square,2
Captain,Gaurav Alok,2
Captain,Lord Bhumi Swara,2
Captain,Mr. Pranav,2
Captain,Richa,2
Captain Gaurav,General Alok,2
Captain Gaurav,Lord,2
Colonel,Henry Disha,2
Death,Miss Mrunal Kavya,2
Detective-Inspector Meenal,Dr. Udita,2
Detective-Inspector Meenal,General Alok,2
Detective-Inspector Meenal,Miss Mrunal Kavya,2
Detective-Inspector Meenal,Mr. Madhuri,2
Detective-Inspector Meenal,fire,2
Dr. Gauri,Henry Medha,2
Dr. Gauri,Major Shilpa Alok,2
Dr. Gauri,Sir Medha Shabana,2
Dr. Udita,Henry Disha,2
Dr. Udita,Kalyani Zeeshan,2
Dr. Udita,rigor,2
Dr. Udita,somebody,2
Gaurav Alok,Lord,2
Gaurav Alok,Major,2
General,Lord Bhumi,2
General,Mr. Madhuri,2
General,Sarika,2
General,nurse,2
General,street,2
General Alok,Lord Bhumi Swara,2
General Alok,fire,2
Henry Disha,Lord,2
Henry Disha,Mr. Karan,2
Henry Disha,Rajesh Alia,2
Henry Disha,Sarika,2
Karun Abhay,Mrunal,2
Kiran Alok,Major Shilpa Alok,2
Lord,M. Divya,2
Lord,Miss Mrunal Kavya,2
Lord,Mr. J. Mukesh,2
Lord Bhumi,M. Divya,2
Lord Bhumi,Mr. Madhuri,2
Lord Bhumi,Rajesh,2
Lord Bhumi Swara,Mitali,2
Lord Bhumi Swara,Roland,2
Lord Bhumi Swara,means,2
Lord Bhumi Swara,rose,2
Lord Bhumi Swara,true,2
M. Divya,Major Shilpa Alok,2
Major,Miss Mrunal Kavya,2
Major Shilpa Alok,means,2
Major Shilpa Alok,street,2
Miss Akanksha Tanmay,Miss Mrunal Kavya,2
Miss Akanksha Tanmay,Mrunal,2
Mohit,Sagar,2
Mohit,Sagar Monali,2
Mr. J. Mukesh,Mr. Madhuri,2
Mr. J. Mukesh,fire,2
Mr. Madhuri,twist,2
Mr. Pranav,somebody,2
Mrunal,Prateek,2
Pooja,Pooja Ayush,2
Sagar,street,2
Sagar Monali,street,2
Sameera,somebody,2
-- Kiran,Akshay Nandita,1
-- Kiran,Guv'nor,1
-- Kiran,Lord,1
-- Kiran,Lord Bhumi,1
-- Kiran,Richa,1
Aadil,Maanvi,1
Aamir,Lord,1
Aamir,Lord Bhumi,1
Aamir,Lord Bhumi Swara,1
Aamir,Yash,1
Aditya,Arjun Keshav,1
Aishwarya Radhika,Dorothy Richardson,1
Akanksha,Karun,1
Akanksha,Karun Abhay,1
Akanksha,Mrunal,1
Akshay,Akshay Nandita,1
Akshay,Darshan Chitrangada,1
Akshay Nandita,Captain Gaurav,1
Ar_mis_tice Day,Hina,1
Ar_mis_tice Day,Portman Square,1
Arjun Kavita,Shreya Sneha,1
Arjun Keshav,Lord Bhumi Swara,1
Ashok,Lord,1
