canonical_name,alias_name
RAFAEL SABATINI,
Hercule Zane,
Hercule Zane,Zane
Mary Thripp,
POIROT,
Parker,
Parker,PARKER
James,
Black,
Chow,
roger,
ackroyd,
agatha,
christie,
punkie,
sheppard,
raglan,
charles,
kent,
flora,
ferrars,
caroline,
kipling,
annie,
ashley,
paton,
ralph,
russell,
cecil,
ganett,
fernly,
porrott,
sheba,
raymond,
george,
eliot,
uncle,
blunt,
hector,
geoffrey,
bates,
jones,
dagger,
davis,
melrose,
m,
mademoiselle,
hallo,
curtis,
troute,
hammond,
elsie,
dale,
ursula,
bourne,
cooper,
gladys,
hastings,
pond,
methuselah,
faust,
melisande,
r,
emma,
son,
blackguard,
richard,
folliott,
marby,
grange,
paul,
bennett,
dolly,
grice,
evans,
shakespeare,
quill,
watson,
sherlock,
colin,
clara,
mah,
jong,
carter,
pung,
this,
ellerby,
japp,
hayes,
sally,
crippen,
john,
elizabeth,
patons,
merci,
grosset,
dunlap,
vida,
hurst,
diana,
arthur,
vane,
nancy,
gage,
sequel,
sonia,
marsh,
dumas,
motley,
grey,
american,
desert,
gold,
beast,
helen,
wetmore,
greys,
