character1,character2,count
Mortimer,Mr. Mortimer Tregennis,25
Brenda,Mr. Mortimer Tregennis,4
tredannick,wartha,4
Brenda,Brenda Tregennis,3
Brenda Tregennis,Mr. Mortimer Tregennis,3
George,Owen,2
Brenda,George,1
Brenda,Mortimer,1
Brenda,Owen,1
Brenda,tredannick,1
Brenda,wartha,1
Dr. Leon Sterndale,Mr. Sherlock Holmes,1
George,Mr. Sherlock Holmes,1
George,tredannick,1
George,wartha,1
Mortimer,Mr. Sherlock Holmes,1
Mr. Mortimer Tregennis,Mr. Sherlock Holmes,1
Mr. Roundhay,Mr. Sherlock Holmes,1
Owen,tredannick,1
Owen,wartha,1
arthur,doyle,1
