character1,character2,count
Colonel,Colonel Atkinson,20
Mr. Hall Tyson,Portman Blunt,5
Mr. Hall Tyson,Pryor Parsons,4
Colonel,Inspector Miller,3
Colonel Atkinson,Inspector Miller,3
Colonel,Sherlock Harris,2
Dr. Page,Sherlock Harris,2
Inspector Miller,Sherlock Harris,2
Portman Blunt,Pryor Parsons,2
Colonel,Colonel Cobain,1
Colonel,Dr. Page,1
Colonel,Duke of Balmoral,1
Colonel,Mr. Hall Tyson,1
Colonel,Pryor Parsons,1
Colonel Atkinson,Mr. Hall Tyson,1
Colonel Atkinson,Pryor Parsons,1
Dunst Bell,Madame Teller,1
Lord Hart,Walken Arnold,1
Mr. Hall Tyson,Walken Arnold,1
Sherlock Harris,Walken Arnold,1
