canonical_name,alias_name
Lethifold Parvati Svidrigaïlov,
Lethifold Parvati Svidrigaïlov,Svidrigaïlov
Lethifold Parvati Svidrigaïlov,Mr. Svidrigaïlov
Lethifold Parvati Svidrigaïlov,Parvati Svidrigaïlov
Horklump Invisibility Fluffy,
Horklump Invisibility Fluffy,Fluffy
Horklump Invisibility Fluffy,Mr. Fluffy
Chamber Parvati Kreacher,
Severus Errol Slytherin,
Severus Errol Slytherin,Severus Slytherin
Horace Weasley Umbridge,
Horace Weasley Umbridge,Umbridge
Them Marauder Umbridge,
Them Marauder Umbridge,Them Umbridge
Arthur Binns Dungbomb,
Arthur Binns Dungbomb,Dungbomb
Arthur Binns Dungbomb,Mr. Dungbomb
Gott der Barmherzige,
George Arthur Binns,
George Arthur Binns,Binns
George Arthur Binns,Arthur Binns
Alexandr Grigorievitch,
Horklump Invisibility,
Vassilyevsky Prospect,
Lieutenant Wizarding,
Peverell' Physiology,
Vassilyevsky Ostrov,
Bellatrix Karkaroff,
Acromantula Quaffle,
Acromantula Quaffle,Quaffle
Longbottom Narcissa,
Ekaterininsky Canal,
Tournament Weasley,
Mihailovsky Palace,
Afanasy Pavlovitch,
Cattermole Chaser,
Lethifold Parvati,
Dobby Grindelwald,
Dobby Grindelwald,Grindelwald
Ollivander Chaser,
Hufflepuff Prince,
Madame Slytherin,
Diagon Dementyev,
Hagrid Manticore,
Sorting Umbridge,
Minerva Umbridge,
Princess Portkey,
General Diggory,
Widow So-and-so,
Horklump Chaser,
Rubeus Gilderoy,
Rubeus Gilderoy,Gilderoy
Sirius Kreacher,
Sorting Minerva,
Sorting Minerva,Minerva
Eileen Wizardry,
Chamber Parvati,
Longbottom Lily,
Longbottom Luna,
Horace Weasley,
Severus Chaser,
Padfoot Hatter,
George Weasley,
Yusupov garden,
Severus Malfoy,
Severus Malfoy,Malfoy
Madame Alastor,
Nymphadora Cho,
Jacob Weasley,
Alyona Chaser,
Good Credence,
Good Credence,Credence
Svidrigaïlovs,
Black Queenie,
Nimbus Chaser,
Madame Yaxley,
Madame Yaxley,Yaxley
Ginny Weasley,
Dursley Wands,
Severus Errol,
Hermione Rose,
Them Marauder,
Them Marauder,Marauder
Padfoot woman,
Bludger Finn,
Snape Chaser,
Prince Alley,
Remus Binns,
Albus Pansy,
Ilya Binns,
Jacob And,
Tina I.,
My word,
Aïlov,
Mitrofanievsky,
Mr. Pettigrew,
Mr. Pettigrew,Pettigrew
Mr. Pettigrew,Mr Pettigrew
Mr. Scorpius,
Mr. Scorpius,Scorpius
Rodionovitch,
Philosopher,
Acromantula,
Livingstone,
Crumplehorn,
Gryffindor,
Cattermole,
Ollivander,
Dumbledore,
Bowtruckle,
Hippogriff,
Nymphadora,
Mr. Order,
Mr. Order,Order
Mr. Order,Mr Order
Voldemort,
Hogsmeade,
Svidrigaï,
Triwizard,
Andromeda,
Halfblood,
Ravenclaw,
Puffskein,
Aberforth,
Lestrange,
Semyonova,
Slughorn,
Prisoner,
Hogwarts,
Basilisk,
Quibbler,
Sceptics,
Erumpent,
Flitwick,
Bathilda,
Hermione,
Horklump,
Graphorn,
Dussauts,
Chimaera,
Buckbeak,
Regulus,
Padfoot,
Granger,
Centaur,
Madonna,
Hallows,
Chudley,
Bludger,
Deathly,
Astoria,
Yusupov,
Mr. Map,
Express,
Chamber,
Phoenix,
Dursley,
Viktor,
Peeves,
Cursed,
School,
School,SchooL
Horace,
Merope,
George,
Sirius,
Diagon,
Mr. Du,
Vernon,
Seeker,
