char_id,name,story_title,is_victim
1,'s,That Affair Next Door,0
2,",",That Affair Next Door,0
3,.,That Affair Next Door,0
4,:,That Affair Next Door,0
5,?,That Affair Next Door,0
6,A,That Affair Next Door,0
7,A. L.,That Affair Next Door,0
8,Acromantula,That Affair Next Door,1
9,Acromantula Miss Pansy,That Affair Next Door,1
10,Alastor,That Affair Next Door,1
11,Albus,That Affair Next Door,1
12,Albus Wands,That Affair Next Door,0
13,Albus Wands Veela,That Affair Next Door,1
14,Albus Wands Veela's wife,That Affair Next Door,0
15,Albus's wife,That Affair Next Door,1
16,Amelia Credence,That Affair Next Door,1
17,Anna Katharine Rohlfs,That Affair Next Door,0
18,Appearances,That Affair Next Door,0
19,Arnold,That Affair Next Door,0
20,Artifact,That Affair Next Door,0
21,Azkaban Malfoy,That Affair Next Door,0
22,Barty,That Affair Next Door,0
23,Basilisk,That Affair Next Door,0
24,Binns Aberforth,That Affair Next Door,0
25,But,That Affair Next Door,0
26,"But he had received a shock that made him cruel. 'You cannot make a silk purse out of a sow's ear,' he sneered, and was silent all the rest of the way home. I was silent too, for I never talk when I am angry, but when we arrived in our own little room I confronted him. ''Are you going to say any more such cruel things to me?' I asked, 'for if you are, I should like you to say them now and be done with it.'",That Affair Next Door,0
27,"But he looked desperately angry, but there was yet a little love left in his heart for me, for he laughed after he had looked at me for a minute, and took me in his arms and said some of the fine things with which he had previously won my heart, but not with the old fire and not with the old effect upon me. Yet my love had not grown cold, it had only changed from the unthinking stage to the thinking one, and I was quite in earnest when I said: 'I know I am not as pretty or as nice as the ladies you are accustomed to. But I have a heart that has never known any other passion than its love for you, and from such a heart you ought to expect a lady to grow, and there will. Only give me the chance, Crumplehorn; only let me learn to read and write.'",That Affair Next Door,0
28,"But he was in an incredulous state of mind, and it ended in his going away without making any arrangements for my education. He was bound for San Francisco, where he had business to transact, and he promised to be back in four weeks, but before the four weeks elapsed, he wrote me that it would be five, and later on that it would be six, and afterwards that it would be when he had finished a big piece of work he was engaged upon, and which would bring him a large amount of money. I believed him and I doubted him at the same time, but I was not altogether sorry he delayed his return for I had begun school on my own account and was fast",That Affair Next Door,0
29,Clark's Patronus Fire,That Affair Next Door,0
30,Colin,That Affair Next Door,0
31,Colonial woman,That Affair Next Door,1
32,Coroner,That Affair Next Door,0
33,Coroner Slughorn,That Affair Next Door,0
34,Coroner's physician,That Affair Next Door,0
35,Credence,That Affair Next Door,0
36,Crimes,That Affair Next Door,0
37,Crumplehorn,That Affair Next Door,1
38,Crumplehorn Dennis,That Affair Next Door,1
39,D'Aubigny,That Affair Next Door,0
40,Dennis Witchcraft,That Affair Next Door,0
41,Diagon,That Affair Next Door,0
42,Doctor,That Affair Next Door,0
43,Dr. Chaser,That Affair Next Door,0
44,Dr. Platform,That Affair Next Door,0
45,Dresden figures,That Affair Next Door,0
46,Duane,That Affair Next Door,0
47,Duane Street,That Affair Next Door,0
48,EBENEZAR Crimes,That Affair Next Door,0
49,Ebenezer Crimes,That Affair Next Door,0
50,Ella Pansy,That Affair Next Door,1
51,Fantastic,That Affair Next Door,1
52,Father,That Affair Next Door,0
53,Fenrir,That Affair Next Door,0
54,Fenrir Wands Veela,That Affair Next Door,0
55,Fleur,That Affair Next Door,0
56,Franklin Wands Burnam,That Affair Next Door,1
57,Franklin Wands Veela,That Affair Next Door,0
58,Ginny,That Affair Next Door,1
59,Ginny!,That Affair Next Door,0
60,Givee tickee,That Affair Next Door,0
61,Goblet,That Affair Next Door,0
62,God,That Affair Next Door,0
63,He,That Affair Next Door,0
64,He (referring to an unnamed male witness),That Affair Next Door,0
65,Him,That Affair Next Door,0
66,Him (Chinaman),That Affair Next Door,0
67,Hogwarts,That Affair Next Door,0
68,Horace,That Affair Next Door,0
69,Howard Wands Veela,That Affair Next Door,0
70,I,That Affair Next Door,1
71,If,That Affair Next Door,0
72,Invisibility,That Affair Next Door,0
73,It,That Affair Next Door,0
74,J. H. Denham,That Affair Next Door,0
75,Jacob,That Affair Next Door,0
