character1,character2,count
Mahesh Akshara,Mr. Mahesh,12
Aloysius Pramod,Kalyani Urmila,5
Dr. Vikrant,Sherlock Kuldeep,3
Mahesh Akshara,Sherlock Kuldeep,3
Aloysius Pramod,John Farhan Bhumi,2
Chandan,Santhosh Chitrangada,2
Kalyani Urmila,Sagar,2
Mahesh Sanjay,Mr. Mahesh,2
Akanksha,Aloysius Pramod,1
Akanksha,Kalyani Urmila,1
Akanksha,Mahesh Akshara,1
Akanksha,Mr. Mahesh,1
Akanksha,lodge,1
Akanksha,wisteria,1
Aloysius Pramod,Mahesh Akshara,1
Aloysius Pramod,Mahesh Sanjay,1
Aloysius Pramod,Pavan,1
Chandan,Mr. Pritam,1
Chandan,Saket,1
Chiranjeevi,John Farhan Bhumi,1
Colonel Rani,Dr. Vikrant,1
Divya Charu,Kalyani Urmila,1
Divya Charu,Sir Saajan,1
Divya Charu,Vipin,1
Dr. Vikrant,Kalyani Urmila,1
John Farhan Bhumi,Kalyani Urmila,1
John Farhan Bhumi,Mahesh Sanjay,1
John Farhan Bhumi,Mr. Mahesh,1
John Farhan Bhumi,Sherlock Kuldeep,1
Kalyani Urmila,Mahesh Sanjay,1
Kalyani Urmila,Sir Saajan,1
Kalyani Urmila,Vipin,1
Lord Sahil,Sir Ronak Pushkar,1
Mahesh Akshara,Mr. Nithya,1
Mahesh Akshara,Santhosh Chitrangada,1
Mahesh Akshara,don,1
Mahesh Sanjay,Sherlock Kuldeep,1
Marquess of Montalva,Yami Vinita,1
Mr. Mahesh,Sherlock Kuldeep,1
Mr. Nithya,Santhosh Chitrangada,1
Mr. Nithya,inspector,1
Mr. Pritam,Santhosh Chitrangada,1
Nitin Chitrangada,Santhosh Chitrangada,1
Santhosh Chitrangada,inspector,1
Sherlock Kuldeep,Surrey officer,1
Sherlock Kuldeep,inspector,1
Sir Saajan,Vipin,1
lodge,wisteria,1
