canonical_name,alias_name
Charles Augustus Gere,
Charles Augustus Gere,Gere
Charles Augustus Gere,Charles Gere
Earl of Mckellen,
Lady Dorsey Ziegler,
Countess d'Albert,
Mr. Woodley Dano,
Mr. Woodley Dano,Dano
Mr. Woodley Dano,Mr. Dano
Mr. Woodley Dano,Woodley Dano
Mr. Knightley,
Lady Dorsey,
Mr. Wright,
Mr. Wright,Wright
Dr. Jagger,
Dr. Jagger,Jagger
Beckham,
Dehaan,
Leto,
sherlock,
holmes,
milverton,
watson,
eva,
blackwell,
dovercourt,
pickwick,
miles,
dorking,
escott,
agatha,
athene,
lestrade,
jove,
