character1,character2,count
Bill Philo Harry Clarence,Harry,100
Bacchus,Mr. Bacchus Collettbanson,92
Inspector Jones,On,76
Miss Dick Collettbanson,Mr. Bacchus Collettbanson,69
Harry,Inspector Jones,63
Mr. Bacchus Collettbanson,Williams,53
Mr. Bacchus Collettbanson,Williams Collettbanson,47
Williams,Williams Collettbanson,47
Meister,Meister Silenski,42
Harry,On,41
Mr. Bacchus Collettbanson,On,31
Bill Philo Harry Clarence,Inspector Jones,26
Dick,Mr. Bacchus Collettbanson,26
On,Williams,26
Dick,Miss Dick Collettbanson,22
Inspector Jones,Mr. Belfin,21
Inspector Jones,inspector,21
Inspector Jones,Mr. Bacchus Collettbanson,20
On,Philosopher Annatto,19
Bones,Miss Bones Chick,17
Inspector Jones,Seven,17
On,Seven,15
Harry,Mr. Bacchus Collettbanson,13
Harry,Philosopher Annatto,13
Dick,On,12
Harry,Williams,12
Gill,On,11
Inspector Jones,Philosopher Annatto,11
Bacchus,On,10
Bill Philo Harry Clarence,Williams,10
Bones,Meister,10
Frog,On,10
Inspector Jones,Mr. Terrace Velleco,9
Inspector Jones,Williams,9
Miss Dick Collettbanson,On,9
On,new,9
Philosopher Annatto,Williams,9
Bones,Meister Silenski,8
Bones,Williams,8
Dick,Harry,8
Harry,Mr. Wellingdale,8
Inspector Jones,Jeller,8
Inspector Jones,new,8
London,On,8
Meister,On,8
Mr. Belfin,On,8
Seven,Seven Carlo,8
Bill Philo Harry Clarence,On,7
Bill Philo Harry Clarence,Seven,7
Gill,Inspector Jones,7
Hagn Bacchus Ezra,inspector,7
Inspector Jones,Mr. Wellingdale,7
Bill Philo Harry Clarence,Mr. Bacchus Collettbanson,6
Dad,On,6
Gill,Harry,6
Harry,Seven,6
Inspector Jones,London,6
Jeller,On,6
Meister Silenski,On,6
Mr. Bacchus Collettbanson,Philosopher Annatto,6
Mr. Wellingdale,On,6
On,Williams Collettbanson,6
On,inspector,6
Philosopher Annatto,Seven,6
Bacchus,Inspector Jones,5
Bill Philo Harry Clarence,Philosopher Annatto,5
Bill Philo Harry Clarence,Whiskers Clarence,5
Dick,Inspector Jones,5
Dick,Philosopher Annatto,5
Genter,On,5
Harry,James,5
Harry,Mr. Belfin,5
Harry,Mr. Terrace Velleco,5
Harry,Williams Collettbanson,5
Harry,inspector,5
Inspector Jones,Miss Dick Collettbanson,5
Inspector Joshua,On,5
Meister,Williams,5
Mr. Bacchus Collettbanson,Mr. Terrace Velleco,5
Mr. Belfin,Mr. Wellingdale,5
Philosopher Annatto,Whitby,5
Philosopher Annatto,Whitby Annatto,5
Whitby,Whitby Annatto,5
Bacchus,Dick,4
Bacchus,new,4
Bill Philo Harry Clarence,Mr. Belfin,4
Bill Philo Harry Clarence,Mr. Terrace Velleco,4
Bones,Mr. Bacchus Collettbanson,4
Dad,Harry,4
Harry,new,4
Inspector Jones,Sergeant Jones,4
Inspector Joshua,inspector,4
James,On,4
London,Philosopher Annatto,4
Mantania,Williams,4
Mr. Bacchus Collettbanson,Seven,4
Mr. Terrace Velleco,On,4
Mr. Wellingdale,Seven,4
new,quinze,4
Bacchus,Dad,3
Bacchus,Hagn,3
Bacchus,Harry,3
Bacchus,Williams,3
Bill Philo Harry Clarence,broad,3
Bones,Ella,3
Bones,Harry,3
Bones,On,3
Bones,Seven,3
Brown,On,3
Dad,Inspector Jones,3
Dad,Mr. Bacchus Collettbanson,3
Ella,Williams,3
Fayre Collettbanson,Mr. Bacchus Collettbanson,3
Frog,Inspector Jones,3
Great The,London,3
Harry,Jeller,3
Harry,Miss Dick Collettbanson,3
Inspector Jones,Seven Carlo,3
Inspector Jones,worth,3
Inspector Joshua,Seven,3
James,James Batchus,3
James,Monsieur Batchus,3
James Batchus,Monsieur Batchus,3
Mantania,Philosopher Annatto,3
Meister,Mr. Bacchus Collettbanson,3
Meister Silenski,Miss Bones Chick,3
Meister Silenski,Williams,3
Miss Dick Collettbanson,Mr. Terrace Velleco,3
Miss Dick Collettbanson,Seven,3
Mr. Bacchus Collettbanson,inspector,3
Mr. Bacchus Collettbanson,new,3
Mr. Terrace Velleco,Seven,3
Mr. Wellingdale,inspector,3
On,l,3
Williams,inspector,3
Williams,new,3
BALDER,On,2
Bacchus,Bill Philo Harry Clarence,2
Bacchus,Hagn Bacchus Ezra,2
Bacchus,inspector,2
