node,is_victim,pagerank,victim_connection_weight,degree,strength
Arthur,0,0.03512055614620417,0,3,3.0
Brother Watson,0,0.10637580644976256,1,6,20.0
Holmes,0,0.05263157894736842,0,1,1.0
Johnson,0,0.030054986112744795,0,2,2.0
Jove Mycroft,0,0.03512055614620417,0,3,3.0
Louis,0,0.03512055614620417,0,3,3.0
Mason,0,0.02066801361323959,0,1,1.0
Mr. Adolph,0,0.04925838836628171,0,4,9.0
Mr. George Walter,0,0.06031725180011832,1,7,7.0
Rothiere,0,0.035278445136587205,0,4,6.0
Rothiere Violet,0,0.12427138104377436,0,6,23.0
Sherlock Hugo,0,0.042750954286697826,0,2,4.0
Sidney,0,0.01691832950271055,1,1,1.0
Sidney Mayer Halloa,1,0.042463747617376355,0,4,4.0
Sir Valentine,0,0.0883364151270067,1,4,9.0
Sir Valentine Hugo,0,0.041267624883623955,0,1,4.0
Watson Violet,0,0.08866287544002861,0,5,17.0
Westbury,0,0.05263157894736842,0,1,1.0
cadogan,0,0.042750954286697826,0,2,4.0
