character1,character2,count
Lady Gable,Lady Gable Calloway,9
Dr. Reynolds,Mr. Roberts Young,4
Miss Scott Urban,Scott,4
Eastwood,Mr. Roberts Young,2
Mr. Roberts Young,Mrs. Davidson,2
Mr. Roberts Young,Mrs. Gaye,2
Adele,Lady Gable,1
Adler,Streep,1
Bening,Lady Gable,1
Bening,Lady Gable Calloway,1
Bening,Saldana,1
Berry,Garfunkel,1
Blythe,Lady Gable,1
Blythe,Lady Gable Calloway,1
Blythe,Mr. Roberts Young,1
Blythe,Mrs. Davidson,1
Blythe,Mrs. Gaye,1
Dickinson,Theron,1
Dr. Reynolds,Dunaway,1
Dr. Reynolds,Lewis,1
Dunaway,Lady Gable,1
Dunaway,Lady Gable Calloway,1
Dunaway,Scott,1
Lady Gable,Lewis,1
Lady Gable,Miss Crowe,1
Lady Gable,Miss Scott Urban,1
Lady Gable,Mr. Iger,1
Lady Gable,Saldana,1
Lady Gable,Scott,1
Lady Gable Calloway,Miss Scott Urban,1
Lady Gable Calloway,Saldana,1
Lady Gable Calloway,Scott,1
Mr. Roberts Young,Scott,1
Mr. Roberts Young,Walken,1
Mrs. Davidson,Mrs. Gaye,1
Mrs. Davidson,Walken,1
Mrs. Gaye,Walken,1
