canonical_name,alias_name
Miss Potion Bowtruckle Diggory,Diggory
Miss Potion Bowtruckle Diggory,Miss Diggory
Miss Potion Bowtruckle Diggory,Potion Bowtruckle Diggory
Hiabam Bludger Tina,Tina
Hiabam Bludger Tina,Bludger Tina
Bowtruckle Astoria,Astoria
Mr.--Mr. Wizarding,Mr. Wizarding
Potion Bowtruckle,Bowtruckle
Sir Barty Diggory,Barty Diggory
Express Boggart,Boggart
Mr. Katie Teddy,Teddy
Mr. Katie Teddy,Mr Teddy
Mr. Katie Teddy,Mr. Teddy
Mr. Katie Teddy,Katie Teddy
Kreacher. X.,Kreacher X
Kreacher. X.,Kreacher X.
Krum Rose,Rose
Krum Rose,Mr. Rose
Rose Krum,Sir Krum
Superintendent Grindelwald,Grindelwald
Chief Commissioner,Commissioner
Mr. Kreacher,Kreacher
Mr. Portkey,Portkey
Miss Potion,Potion
Mrs. Arthur,Arthur
Miss Cursed,Cursed
