character1,character2,count
Le,Le Lewis,6
Miss Moran de Merville,Moran,5
Miss Hill Charlie,Miss Kitty Charlie,3
Miss Kitty Charlie,Violet Holmes,3
Le,Miss Moran de Merville,2
Le,Moran,2
Le Lewis,Miss Moran de Merville,2
Le Lewis,Moran,2
Miss Hill Charlie,Violet Holmes,2
Shomu,Shomu Violet,2
Sir James,Sir James Brun,2
Dr. Johnson,Miss Moran de Merville,1
Dr. Johnson,Moran,1
Dr. Johnson,Mr. Kitty Damery,1
Mr. Kitty Damery,Shinwell W,1
Professor Barton,gripes,1
Professor Barton,harry,1
gripes,harry,1
