character1,character2,count
Colonel,Colonel Guneet,6
Colonel Guneet,Vishal,5
Colonel Guneet,Vishal Guneet,5
Vishal,Vishal Guneet,5
Colonel Guneet,Gully,3
Kareena,Mr. Kareena Ronak,3
Colonel,Vishal,2
Colonel Guneet,Miss Shilpa,2
Colonel Guneet,Mrs. Gully Neha,2
Gully,Mrs. Gully Neha,2
Sonakshi,Vishal,2
Aadil Divya,Colonel Guneet,1
Amrita,General Hrithik,1
Anil,Navya,1
Colonel,Gully,1
Colonel,Miss Shilpa,1
Colonel,Mrs. Gully Neha,1
Colonel,Sonakshi,1
Colonel,Vishal Guneet,1
Colonel Guneet,Sonakshi,1
Gully,Lakshmi Ronak,1
Gully,Mr. Kareena Ronak,1
Kareena,Ramesh Roshan,1
Kareena,Sonakshi,1
Kareena,Vishal,1
Lakshmi Ronak,Mr. Kareena Ronak,1
Major Alok,Niharika,1
Mr. Kareena Ronak,Ramesh Roshan,1
Sonakshi,Vishal Guneet,1
