character1,character2,count
Mr. Yashwant Bhumi,Yashwant,11
Anjali Brothers,Mr. Anjali,5
Dharmendra,Madhavan,3
Mr. Anushka,Mr. Yashwant Bhumi,3
Dharmendra,Vinita Sonali,2
Dr. Saira,Vinita Sonali,2
Madhavan,Vinita Sonali,2
Anjali Brothers,Dharmendra,1
Anjali Brothers,Madhavan,1
Anjali Brothers,Mr. Yashwant Bhumi,1
Anjali Brothers,Vinita Sonali,1
Anjali Brothers,Yashwant,1
Baker Street,Mr. Anushka,1
Chiranjeevi,Gelder,1
Dharmendra,Dharmendra the First,1
Dharmendra,Dr. Saira,1
Dharmendra,Gelder,1
Dharmendra,Mr. Anjali,1
Dharmendra,Mr. Anushka,1
Dr. Medha,Gelder,1
Dr. Medha,Mr. Yashwant Bhumi,1
Madhavan,Mr. Anjali,1
Mohit Hrithik,Siddharth,1
Mr. Anjali,Mr. Yashwant Bhumi,1
Mr. Anjali,Vinita Sonali,1
Mr. Anjali,Yashwant,1
Mr. Anushka,Yashwant,1
Mr. Yashwant Bhumi,Vinita Sonali,1
Siddharth,Siddharth Hrithik,1
