canonical_name,alias_name
Sir Petunia Wizarding,
Mr. Chimaera Hallows,
Mr. Chimaera Hallows,Hallows
Mr. Chimaera Hallows,Chimaera Hallows
Mr. Chimaera Hallows,Mr Chimaera Hallows
Mr. Neville Deathly,
Mr. Neville Deathly,Deathly
Mr. Neville Deathly,Neville Deathly
Mrs. Deathly,
Mr. Sprout,
Mr. Sprout,Sprout
Mr. Sprout,Mr Sprout
Pettigrew,
Dr. Luna,
Dr. Luna,Luna
Chimaera,
Marauder,
Prince,
Fluffy,
Remus,
Tina,
Astoria,
Weasley's,
Rose,
Niffler,
Azkaban,
School,
Platform,
Cursed,
Karkaroff,
Diggory,
and,
Colin,
Hogwarts,
Peeves,
