node,is_victim,pagerank,victim_connection_weight,degree,strength
Alastor,0,0.01610102554860767,0,4,21.0
Albus Wands,0,0.15904322888204267,18,22,506.0
Basilisk,0,0.0062960275469233565,0,2,4.0
Crumplehorn,0,0.016150617671212394,0,8,20.0
Crumplehorn Dennis,0,0.016150617671212394,0,8,20.0
Dennis Witchcraft,0,0.013905075799558325,0,9,18.0
Fenrir,0,0.014085474831876294,0,6,18.0
Fenrir Wands Veela,0,0.006665072266573672,0,3,11.0
Find,0,0.017636964114786484,0,12,22.0
Fire,0,0.022222222222222223,0,1,1.0
Fleur,0,0.005344226397424505,0,3,3.0
Hogwarts,0,0.01203273003568019,0,5,7.0
Horace,0,0.006255733402529539,0,1,2.0
Karkaroff Fawkes,0,0.022222222222222223,0,1,1.0
Lily,0,0.00472096222241568,0,2,2.0
Longbottom,0,0.004696241841348448,0,1,2.0
Miss Acromantula,0,0.013027857042819434,0,9,14.0
Miss Bludger,0,0.004293056404421711,0,1,1.0
Miss Pansy,0,0.021766442491314885,1,15,29.0
Miss Pomona,0,0.004220409520266115,0,1,1.0
Miss Riddle Diagon,0,0.009032787177257525,0,7,8.0
Miss Snape,0,0.01789073934040073,0,4,20.0
Miss Snape Credence,0,0.02927630744976911,0,12,42.0
Molly,0,0.003673300091872391,0,1,1.0
Mr. Albus,0,0.05271155518559755,2,18,149.0
Mr. Artifact,0,0.004167358229844616,0,1,1.0
Mr. Colin,0,0.022222222222222223,0,1,1.0
Mr. Narcissa,0,0.007439463412864902,0,5,7.0
Mr. Sorting,0,0.044795889940954965,0,16,112.0
Mr. Sorting Wands Veela,0,0.15155453642682296,18,21,484.0
Mrs. Albus Wands Veela,0,0.031010440883700634,2,7,94.0
Mrs. Crimes,0,0.02238387662662843,0,11,29.0
Mrs. Voldemort Prince,0,0.004715747311202701,0,1,1.0
Nimbus,0,0.010436319552518506,0,4,10.0
Padma,0,0.022222222222222223,0,1,4.0
Padma Dennis,0,0.022222222222222223,0,1,4.0
Patronus,0,0.022222222222222223,0,1,1.0
Phoenix Goblet,0,0.017637084470125016,0,10,20.0
Remus,0,0.022222222222222223,0,1,1.0
Riddle,0,0.02119231883319442,18,7,61.0
Riddle Wands Veela,1,0.02004836510787103,0,6,59.0
Rose,0,0.012755452723150592,0,8,13.0
Vernon Flitwick,0,0.022222222222222223,0,1,1.0
Wands Deathly,0,0.009350722360816272,0,3,22.0
Weasley's,0,0.009758193406615805,0,6,6.0
