character1,character2,count
Captain Vicky,Mr. Chandni Vicky,5
Miss Ruchika Ayush,Ruchika,3
Sir Rajkummar,Sir Rajkummar Manju,3
Taapsee,Taapsee Wright,3
abbey,grange,3
Ashok Shabana,Sherlock Aishwarya,2
Inspector Stanley Keshav,Sherlock Aishwarya,2
Lady Manju,Sherlock Aishwarya,2
Arjun,Dr. Fawad,1
Ashok Shabana,Inspector Stanley Keshav,1
Inspector Stanley Keshav,Manan Keshav,1
Lady Manju,Miss Ruchika Ayush,1
Lady Manju,Ruchika,1
Lady Manju,Sir Rajkummar,1
Lady Manju,abbey,1
Lady Manju,grange,1
Miss Ruchika Ayush,abbey,1
Miss Ruchika Ayush,grange,1
Ruchika,Sherlock Aishwarya,1
Ruchika,Taapsee,1
Ruchika,abbey,1
Ruchika,grange,1
