canonical_name,alias_name
Granger OF GWYNNE STREET,
Granger OF GWYNNE STREET,Gwynne Street
Count de la Tour,
Comte de la Tour,
Thestral senior (Fenrir),
Thestral senior (Fenrir),Fenrir
Colonel Alastor Quaffle,
Fred' (Pettigrew Child),
Fred' (Pettigrew Child),Child
Fred' (Pettigrew Child),Pettigrew Child
Miss Child,
Mr. Child,
Mr. Child,Mr Child
Pore Indian castaway,
Captain Find Crimes,
Captain Find Crimes,Crimes
Captain Find Crimes,Mrs. Crimes
Captain Find Crimes,Captain Crimes
Colonel Cho Quaffle,
Lord Dennis Minerva,
Lord Dennis Minerva,Minerva
Wands Andromeda I,
Tom of Thuringia,
G. W. Dillingham,
Mr. Bartholemew Chimaera,
Mr. Bartholemew Chimaera,Chimaera
Mr. Bartholemew Chimaera,Mr. Chimaera
Lady Gryffindor Minerva,
Mr. Triwizard Buckbeak,
Mr. Triwizard Buckbeak,Buckbeak
Mr. Triwizard Buckbeak,Mr Buckbeak
Mr. Triwizard Buckbeak,Mr. Buckbeak
Mr. Triwizard Buckbeak,Triwizard Buckbeak
Mrs. Wands Andromeda,
Mrs. Wands Andromeda,Andromeda
Mrs. Wands Andromeda,Mrs. Andromeda
Mrs. Wands Andromeda,Wands Andromeda
Miss Newt Andromeda,
Miss Newt Andromeda,Miss Andromeda
Miss Newt Andromeda,Newt Andromeda
Christian-like lady,
Mr. Peverell Goblet,
Mr. Peverell Goblet,Goblet
Mr. Peverell Goblet,MR. Goblet
Mr. Peverell Goblet,Mr. Goblet
Mr. Peverell Goblet,Peverell Goblet
Wizarding Mandrake,
Wizarding Mandrake,Mandrake
Wizarding Mandrake,Miss Mandrake
Severus Mcgonagall,
Miss Hogsmeade Lee,
Miss Hogsmeade Lee,Lee
Miss Hogsmeade Lee,Miss Lee
Miss Hogsmeade Lee,Hogsmeade Lee
Artifact Patronus,
Granny Witchcraft,
Granny Witchcraft,Witchcraft
Granny Witchcraft,Mrs. Witchcraft
Vernon Nymphadora,
Torrington School,
Mr. Peeves Seeker,
Mr. Peeves Seeker,Seeker
Mr. Peeves Seeker,Mr. Seeker
Mr. Peeves Seeker,Peeves Seeker
Lady in question,
Lethifold Snitch,
Bellatrix Fawkes,
Howler Halfblood,
Ravenclaw Bailey,
Potter Andromeda,
Potter Andromeda,Mr. Andromeda
Privately Seeker,
Arthur Thestral,
Arthur Thestral,Thestral
Mrs. Thestral,
Mr. Thestral,
Bones Aberforth,
Bones Aberforth,Aberforth
Merope Thestral,
Fenrir Mandrake,
Beasts Chimaera,
Beasts Chimaera,Mrs. Chimaera
Ravenclaw Draco,
Ravenclaw Draco,Draco
Thestral senior,
Fenrir Chimaera,
Thestral junior,
Alley Mandrake,
Prince Diggory,
Mister Niffler,
Chaser Weasley,
Chaser Weasley,Weasley
Mister Regulus,
Mister Regulus,Mr. Regulus
Rubeus Eileen,
Rubeus Eileen,Eileen
Andromeda cat,
Merope Tyler,
Potter Child,
Cap'n Crimes,
Cursed Stone,
Captain Tina,
Rose Cottage,
Potion Stone,
Captain Find,
Lord Dennis,
Lord Dennis,Dennis
Moony Stone,
Fudge Leta,
Old Nick,
Inspector Prince,
Inspector Prince,Prince
Lady Gryffindor,
Mr. Quibbler,
Mr. Quibbler,Quibbler
Tumbucktook,
Miss Potter,
Miss Potter,Potter
Longbottom,
Hufflepuff,
Cattermole,
Tournament,
Dumbledore,
Miss Padma,
Miss Padma,Padma
Mr. Arthur,
Mr. Arthur,Arthur
Ravenclaw,
Voldemort,
Wizarding,
Miss Newt,
Miss Newt,Newt
Pettigrew,
Hogsmeade,
Johnnies,
Magenter,
Deborrah,
Wormtail,
Bhungees,
Hermione,
Basilisk,
Peverell,
Mandarin,
America,
Mr. Hat,
Mr. Hat,Hat
Snidget,
Potters,
Granger,
Neville,
Deathly,
Silence,
Portkey,
Captain,
Bludger,
Peeves,
Indian,
Hagrid,
Rubeus,
Gwynne,
Sprout,
Potion,
Yaxley,
Diagon,
Porter,
Oliver,
Missus,
Riddle,
Beasts,
Fred',
Fred',Fred
Poter,
Snape,
Enrir,
Albus,
Katie,
Tonks,
Wands,
Bhats,
Binns,
Ginny,
Sahib,
Tral,
Krum,
HURD,
Meda,
Fire,
Thug,
Hum,
Jim,
Par,
Ah,
Ar,
andrew,
wainwright,
suzanne,
shell,
fergus,
hume,
sylvia,
page,
don,
quixote,
deborah,
junk,
dulcinea,
hay,
qian,
krill,
simon,
beecot,
paul,
heaven,
paterfamilias,
grexon,
thackeray,
balzac,
steerforth,
david,
copperfield,
norman,
duenna,
aaron,
bart,
tawsey,
barty,
debby,
god,
judas,
jezebel,
baileys,
anne,
beatrice,
elizabeth,
unforeseen,
frankenstein,
galahad,
jove,
wargrove,
louis,
quatorz,
othello,
joseph,
darling,
sampson,
goliath,
julius,
cezar,
sunbeam,
yuss,
lor,
tray,
trays,
hokar,
kalee,
humph,
stowley,
master,
policeman,
gaboriau,
jabez,
pash,
billy,
jacko,
green,
herrick,
charming,
lemuel,
hawk,
lillian,
garner,
wittington,
marie,
antoinette,
shakespeare,
maud,
gad,
purr,
billingsgate,
stretchers,
george,
sandal,
scott,
goethe,
quinze,
aurora,
rachel,
falstaff,
tilly,
meadows,
taylor,
bhowanee,
shylock,
jessop,
jarvey,
hants,
matilda,
hullo,
englis,
goor,
tupounee,
meadow,
zat,
commercial,
tinker,
becky,
sharp,
dorrit,
stably,
tempest,
pish,
clump,
ford,
beechill,
bay,
a,
woman,
matilder,
henry,
wood,
judson,
