canonical_name,alias_name
George Gennaro,
George Gennaro,Gennaro
Gorgiano Black,
Gorgiano Black,Black
Lucca Barelli,
Emilia Warren,
Emilia Signor,
Tito Barelli,
Lucca Warren,
Homes David,
Homes David,David
Homes David,Mr. David
Mrs. Holmes,
Mr. Holmes,
Mr. Haines,
Mr. Haines,Haines
Dr. Hobbs,
Dr. Hobbs,Hobbs
Mr. Jove,
Mr. Jove,Jove
Augusto,
Gregson,
Brannan,
Halloa,
Zamba,
Jimmy,
Lucca,
al,
arthur,
doyle,
sherlock,
fairdale,
watson,
pericolo,
peri,
leverton,
giuseppe,
castalotte,
posilippo,
god,
