node,is_victim,pagerank,victim_connection_weight,degree,strength
Abhay Neeraj,0,0.1099095773003938,3,9,18.0
BALLARAT,0,0.06666666666666667,0,1,1.0
Bhumi,0,0.02641771211457031,0,2,2.0
Boscombe Pool,0,0.0590387528402421,0,5,10.0
Miss Aparna,0,0.0604919088325303,0,3,9.0
Mr. Charles McCarthy,0,0.13214368841949353,6,8,25.0
Mr. Shalini Aparna,0,0.08734494550078215,0,5,13.0
Mr. Soumya McCarthy,1,0.07958809701549949,0,3,15.0
Radhika,0,0.06666666666666667,0,1,1.0
Rajat,0,0.02641771211457031,0,2,2.0
Saket,0,0.05640129749471585,0,7,9.0
Soumya,0,0.07958809701549949,6,3,15.0
Tanushree,0,0.07452241583471192,0,4,13.0
Tanushree Farm,0,0.059091753687921356,0,4,10.0
black,0,0.01571070849573619,0,1,1.0
