canonical_name,alias_name
J. NEIL GIBSON,
J. NEIL GIBSON,Gibson
J. NEIL GIBSON,Mr. Gibson
J. NEIL GIBSON,Neil Gibson
J. NEIL GIBSON,Mr. Neil Gibson
Mr. James Phillimore,
Mr. Sherlock Holmes,
Mr. Sherlock Holmes,Holmes
Mr. Sherlock Holmes,Mr. Holmes
Mr. Sherlock Holmes,Sherlock Holmes
Miss Grace Dunbar,
Miss Grace Dunbar,Dunbar
Miss Grace Dunbar,Miss Dunbar
Mr. Marlow Bates,
Mr. Marlow Bates,Bates
Mr. Marlow Bates,Mr. Bates
Isadora Persano,
Joyce Cummings,
Joyce Cummings,Cummings
Joyce Cummings,Mr. Cummings
Maria Pinto,
Sergeant Coventry,
Sergeant Coventry,Coventry
Mr. Ferguson,
Watson,
Billy,
john,
an,
lincoln,
king,
