character1,character2,count
Winfrey,Winfrey Charles,8
Ferrell,Winfrey Charles,4
Ferrell,Winfrey,2
Ferrell,Zhang,2
Ashley,D'Arcy,1
Christenson,Ferrell,1
Christenson,Pitt Reynolds,1
Criss,Diaz,1
Criss,Mullen,1
Depp Tatum,Professor Gyllenhaal,1
Diaz,Mullen,1
Eisenberg,Hart,1
Eisenberg,Plummer,1
Eisenberg,Professor Gyllenhaal,1
Ferrell,Pitt Reynolds,1
Ferrell,Sir Pugh Bean,1
Firth,Firth Collette,1
Firth,Mr. Morgan Collette,1
Firth Collette,Mr. Morgan Collette,1
Fox,Mr. Morgan Collette,1
Hart,Plummer,1
Hart,Professor Gyllenhaal,1
Jagger,Winfrey,1
Jagger,Winfrey Charles,1
Plummer,Professor Gyllenhaal,1
Winfrey,Zhang,1
Winfrey Charles,Zhang,1
