character1,character2,count
Captain Sir Blunt Nixon,Miss Nixon,309
Captain Sir Blunt Nixon,her,121
Perry,Perry Elliott,105
Miss Nixon,her,82
Captain Sir Blunt Nixon,Sir Blunt,52
Captain Sir Blunt Nixon,Mr. Watanabe,39
Superintendent Verne,her,39
Superintendent Verne,Young Chastain Fanning,36
Wife,her,33
Mr. Watanabe,her,31
Captain Sir Blunt Nixon,Mr. Cher Barrymore,30
Perry,her,29
Captain Turner,Superintendent Verne,28
Captain Sir Blunt Nixon,Superintendent Verne,27
Mr. Cher Barrymore,her,27
Miss Nixon,Mr. Cher Barrymore,23
Mr. Cher Barrymore,Mr. Watanabe,21
Captain Pattinson,Superintendent Verne,20
Captain Sir Blunt Nixon,Wife,19
Captain Sir Blunt Nixon,Young Chastain Fanning,19
Armstrong,her,18
Miss Nixon,Mr. Watanabe,18
Mr. Gad,Mr. Watanabe,18
Captain Sir Blunt Nixon,Perry,17
Captain Sir Blunt Nixon,Watanabe Nixon,17
Miss Nixon,Sir Blunt,17
Miss Nixon,Superintendent Verne,17
Mr. Watanabe,Watanabe Nixon,17
Perry,Superintendent Verne,17
her,old,17
Captain Sir Blunt Nixon,Captain Turner,16
Captain Sir Blunt Nixon,Mr. Gad,16
Captain Turner,Perry,16
Glover,Glover Winfrey,16
Mr. Gad,Superintendent Verne,16
Perry Elliott,her,16
Captain Sir Blunt Nixon,Perry Elliott,15
Armstrong,Captain Sir Blunt Nixon,14
Captain Turner,Perry Elliott,14
Mr. Watanabe,Wife,14
Captain Sir Blunt Nixon,Sir Blunt Nixon,13
Captain Turner,Mr. Gad,13
Captain Turner,her,13
Sir Blunt,Sir Blunt Nixon,13
Young Chastain Fanning,her,13
Captain Sir Blunt Nixon,old,12
Miss Nixon,Wife,12
Mr. Cher Barrymore,Mr. Gad,12
Miss Nixon,Young Chastain Fanning,11
Mr. Watanabe,Perry,11
Captain Sir Blunt Nixon,Cher,10
Cher,Mr. Cher Barrymore,10
Mr. Cher Barrymore,Young Chastain Fanning,10
Perry Elliott,Superintendent Verne,10
Sergeant Kauffman,Young Chastain Fanning,10
Sir Blunt,her,10
Armstrong,Armstrong Nixon,9
Armstrong Nixon,Captain Sir Blunt Nixon,9
Cher,Miss Nixon,9
Glover,her,9
Sir Blunt,old,9
Captain Sir Blunt Nixon,Mr. Ruffalo,8
Mr. Cher Barrymore,Sir Blunt,8
Mr. Watanabe,Perry Elliott,8
Miss Nixon,Mr. Ruffalo,7
Mr. Cher Barrymore,old,7
Mr. Gad,Sir Blunt,7
Mr. Ruffalo,her,7
Perry,Young Chastain Fanning,7
Armstrong,Sir Blunt,6
Captain Pattinson,Young Chastain Fanning,6
Captain Turner,Wife,6
Captain Turner,Young Chastain Fanning,6
Glover Winfrey,her,6
Miss Nixon,Mr. Gad,6
Mr. Gad,Perry,6
Mr. Gad,her,6
Mr. Watanabe,Superintendent Verne,6
Mr. Watanabe,Young Chastain Fanning,6
Perry Elliott,Young Chastain Fanning,6
Armstrong,Miss Nixon,5
Captain Sir Blunt Nixon,death,5
Cher,Sir Blunt,5
Miss Nixon,old,5
Mr. Gad,Perry Elliott,5
Mr. Gad,Young Chastain Fanning,5
Mr. Gad,old,5
Mr. Watanabe,Sir Blunt,5
Mr. Watanabe,old,5
Sir Blunt Nixon,old,5
Watanabe Nixon,her,5
Armstrong,Mr. Watanabe,4
Captain Pattinson,Captain Sir Blunt Nixon,4
Captain Pattinson,Miss Nixon,4
Captain Pattinson,her,4
Captain Turner,Miss Nixon,4
Chastain,Young Chastain Fanning,4
Miss Nixon,Sir Blunt Nixon,4
Mr. Cher Barrymore,Perry,4
Mr. Cher Barrymore,Perry Elliott,4
Mr. Cher Barrymore,Zeta,4
Mr. Gad,Mr. Ruffalo,4
Perry,Wife,4
Rourke,her,4
Sir Blunt,Wife,4
Young Chastain Fanning,old,4
Armstrong,Mr. Cher Barrymore,3
Burrows Cooper,Captain Turner,3
Captain Sir Blunt Nixon,Lady Nixon,3
Captain Sir Blunt Nixon,Zeta,3
Captain Turner,Sir Blunt,3
Captain Turner,truth,3
Cher,Mr. Watanabe,3
Dorsey,Sir Blunt,3
Faith,her,3
Inspector Goodman,Superintendent Verne,3
Mccarthy,her,3
Miss Elliott,her,3
Mr. Ruffalo,Sergeant Kauffman,3
Mr. Ruffalo,Sir Blunt,3
Mr. Ruffalo,old,3
Parsons,her,3
Perry,Sir Blunt,3
Perry,Watanabe Nixon,3
Perry Elliott,Sir Blunt,3
Perry Elliott,Watanabe Nixon,3
Perry Elliott,Wife,3
Sergeant Kauffman,her,3
death,her,3
Akerman,Sir Blunt,2
Akerman,her,2
Armstrong,Captain Turner,2
Armstrong,Perry,2
Armstrong,Perry Elliott,2
Armstrong,Superintendent Verne,2
Armstrong,Wife,2
Armstrong,death,2
Armstrong Nixon,Superintendent Verne,2
Beckham,Captain Sir Blunt Nixon,2
Burrows Cooper,truth,2
Captain Pattinson,Sir Blunt,2
Captain Sir Blunt Nixon,Glover,2
