character1,character2,count
Masser Shreya,Mr. Ritesh Shreya,16
Ramya,Ramya Lakshya,4
Ramya,Shalu,4
Dr. Tia,Mr. Ritesh Shreya,2
Gopika,Gopika Ruchika,2
Gopika,Mortimer Ruchika,2
Gopika,Mr. Ritesh Shreya,2
Gopika Ruchika,Mortimer Ruchika,2
Aadil,Aadil Ruchika,1
Aadil,Mortimer Ruchika,1
Aadil Ruchika,Mortimer Ruchika,1
Black Payal,Mr. Ritesh Shreya,1
Black Payal,Payal Alok,1
Black Payal,Spencer Leena,1
Dhruv Neetu,Masser Shreya,1
Dhruv Neetu,Mr. Ritesh Shreya,1
Dr. Tia,Kirti Yami,1
Dr. Tia,London,1
Gopika,London,1
Gopika Ruchika,London,1
Kirti Yami,Mr. Ritesh Shreya,1
London,Mortimer Ruchika,1
London,Mr. Ritesh Shreya,1
Masser Shreya,Perkins,1
Mr. Ritesh Shreya,Perkins,1
Mr. Ritesh Shreya,harrow,1
Mr. Vikas,harrow,1
Ramya Lakshya,Shalu,1
