character1,character2,count
Lady Aditya Pavan,Vinay Pavan,147
Lady Farhan,Sir Dhruv Farhan,93
Mohit Priyanka,Surbhi Swara Mohit,40
Lady Aditya,Lady Aditya Pavan,33
Sir Dhruv,Sir Dhruv Farhan,32
Lady Aditya Pavan,Shalu Priyadarshan,28
Karun,Shalu Priyadarshan,27
Mr. Ranjit Lakshya,Shalu Priyadarshan,26
Shalu Priyadarshan,Sir Dhruv,24
Richa,Shalu Priyadarshan,23
Miss Hina,Miss Pallavi Mohanlal,21
Lady Aditya,Shalu Priyadarshan,20
Lara,Miss Pallavi Mohanlal,20
Lara,Mr. Lara Mohanlal,19
Miss Pallavi Mohanlal,Mr. Lara Mohanlal,19
Lady Aditya,Sir Dhruv,17
Miss Hina,Miss Hina Mohanlal,16
Miss Hina Mohanlal,Miss Pallavi Mohanlal,16
Lady Aditya,Vinay Pavan,15
Lady Aditya Pavan,Sir Dhruv,15
Miss Pallavi Mohanlal,Shalu Priyadarshan,14
Shalu Priyadarshan,Sir Dhruv Farhan,14
Lady Aditya Pavan,Sir Dhruv Farhan,13
Mr. Manan Arjun,Professor Manan,13
Miss Hina,Shalu Priyadarshan,12
Mohit Priyanka,Shalu Priyadarshan,12
Lady Farhan,Shalu Priyadarshan,11
Miss Richa Ramesh,Richa,11
DOCTOR Anjali,Shalu Priyadarshan,10
Niharika,Sanjeev,10
Sir Dhruv Farhan,Vinay Pavan,9
Lady Aditya,Sir Dhruv Farhan,8
Lady Aditya Pavan,Mr. Manan Arjun,8
Lady Farhan,Sir Dhruv,8
Miss Richa Ramesh,Shalu Priyadarshan,8
Shalu Priyadarshan,Vinay Pavan,8
Sir Dhruv,Vinay Pavan,8
Lady Aditya Pavan,Lady Farhan,7
Lady Farhan,Richa,7
Miss Hina,Sir Dhruv,7
Miss Hina,Sir Dhruv Farhan,7
Richa,Sir Dhruv Farhan,7
Shalu Priyadarshan,Surbhi Swara Mohit,7
Lady Aditya,Miss Richa Ramesh,6
Lady Aditya Pavan,Lara,6
