canonical_name,alias_name
Mr. Trevor Cobain,
Mr. Trevor Cobain,Cobain
Mr. Trevor Cobain,Mr. Cobain
Mr. Green Lewis,
Mr. Green Lewis,Lewis
Mr. Green Lewis,Mr. Lewis
Mr. Green Lewis,Green Lewis
Alice Zane,
Alice Zane,Professor Zane
H. Rourke,
H. Rourke,Rourke
S.H.,
Professor Miller,
Professor Miller,Miller
Dr. Lawrence,
Dr. Lawrence,Lawrence
Miss Miller,
Mr. Miller,
Harrelson,
Mccarthy,
Mercer,
Hutton,
Astin,
Kline,
sherlock,
holmes,
presbury,
watson,
beeches,
roy,
bennett,
edith,
morphy,
jack,
dorak,
macphail,
lowenstein,
