character1,character2,count
Mr. O'hara,O'hara Morgan,12
Hathaway Gad,Mr. Neeson,5
Dr. Hutton,Sherlock Irwin,3
Mr. O'hara,O'hara Dookie,3
O'hara Morgan,Sherlock Irwin,3
Constable Hall,Hathaway Gad,2
John Astin Hemsworth,Mr. Neeson,2
Perry,Thompson Ice,2
Arnold,John Astin Hemsworth,1
Constable Hall,Costner,1
Costner,Hathaway Gad,1
Costner,Mr. Neeson,1
Costner,Mr. O'hara,1
Costner,O'hara Morgan,1
Costner,aloysius,1
Costner,lodge,1
Costner,wisteria,1
Dr. Hutton,Hathaway Gad,1
Hathaway Gad,John Astin Hemsworth,1
Hathaway Gad,O'hara Dookie,1
Hathaway Gad,Penn O'neal,1
Hathaway Gad,Sir Downey Diaz,1
Hathaway Gad,aloysius,1
John Astin Hemsworth,Mr. O'hara,1
John Astin Hemsworth,O'hara Dookie,1
John Astin Hemsworth,Sherlock Irwin,1
Leto Ice,Thompson Ice,1
Mr. Connelly,Perry,1
Mr. Connelly,Thompson Ice,1
Mr. Neeson,O'hara Dookie,1
Mr. Neeson,O'hara Morgan,1
Mr. Neeson,aloysius,1
Mr. O'hara,Sherlock Irwin,1
Mr. Winslet,O'hara Morgan,1
Mr. Winslet,Thompson Ice,1
Mr. Winslet,inspector,1
O'hara Dookie,Sherlock Irwin,1
O'hara Morgan,Thompson Ice,1
O'hara Morgan,don,1
Penn O'neal,Sir Downey Diaz,1
Sherlock Irwin,Thompson Ice,1
Sherlock Irwin,inspector,1
Thompson Ice,inspector,1
lodge,wisteria,1
