character1,character2,count
Captain Queenie,Minerva Weasley,102
Inspector Narcissa,on,80
Inspector Narcissa,Minerva Weasley,59
Captain,Captain Queenie,54
Mr. Wizarding Them,Wizarding,46
Bathilda,Bathilda Dumbledore,44
Minerva Weasley,on,40
Captain Queenie,Inspector Narcissa,29
Inspector Narcissa,No,27
Miss Order Them,Order,23
Wizarding,on,23
Inspector Narcissa,inspector,22
Inspector Narcissa,Mr. Seeker,21
No,on,21
Miss Nimbus Tournament,Nimbus,19
m,on,18
Boggart,Inspector Narcissa,17
Draco Pomona,on,17
Minerva Weasley,No,17
Boggart,on,16
Inspector Narcissa,m,16
Order,on,15
Boggart,Will,14
Will,on,14
Draco Pomona,Minerva Weasley,12
Inspector Narcissa,Will,12
Manticore,on,12
Minerva Weasley,Wizarding,12
Mr. Prisoner Triwizard,on,12
Bathilda,Nimbus,11
Boggart,m,11
Draco Pomona,Inspector Narcissa,11
Draco Pomona,Mr. Prisoner Triwizard,11
Mr. Prisoner Triwizard,No,11
No,Wizarding,11
Captain Queenie,m,10
Minerva Weasley,Order,10
Minerva Weasley,m,10
Miss Order Them,on,10
Mr. Seeker,on,10
Nimbus,m,10
No,m,10
Prince Them!,on,10
Will,m,10
frog,on,10
Bathilda,on,9
Bathilda Dumbledore,Nimbus,9
Captain Queenie,Wizarding,9
Draco Pomona,Wizarding,9
Dudley Find,Inspector Narcissa,9
Dudley Find,Will,9
Inspector Narcissa,new,9
Rose,Rose Consolidated,9
Andromeda,on,8
Boggart,Captain Queenie,8
Inspector Narcissa,Mr. Prisoner Triwizard,8
Inspector Narcissa,Wizarding,8
new,on,8
Alastor Sorting,Parvati Prince Sorting,7
Alastor Sorting,Young Alastor,7
Boggart,Number Graphorn,7
Captain Queenie,Draco Pomona,7
Deathly,Inspector Narcissa,7
Deathly,Minerva Weasley,7
Draco Pomona,No,7
Inspector Narcissa,Mr. Patronus Ron,7
Inspector Narcissa,Order,7
Manticore,m,7
Nimbus,Wizarding,7
Order,Will,7
Parvati Prince Sorting,Young Alastor,7
Wizarding,m,7
inspector,on,7
Bathilda Dumbledore,on,6
Boggart,Draco Pomona,6
