canonical_name,alias_name
Parvati Prince Sorting,
Parvati Prince Sorting,Sorting
Secretary of State,
James G. Marauder,
James G. Marauder,Mr. Marauder
Yaxley the Bones,
Yaxley the Bones,Bones
Prince of Caux,
Mr. Prisoner Triwizard,
Mr. Prisoner Triwizard,Triwizard
Mr. Prisoner Triwizard,MR. Triwizard
Mr. Prisoner Triwizard,Mr. Triwizard
Mr. Prisoner Triwizard,Prisoner Triwizard
Miss Nimbus Tournament,
Miss Nimbus Tournament,Tournament
Miss Nimbus Tournament,Miss Tournament
Miss Nimbus Tournament,Nimbus Tournament
Bathilda Dumbledore,
Bathilda Dumbledore,Dumbledore
Quibbler Longbottom,
Secrets Mcgonagall,
Secrets Mcgonagall,Mcgonagall
Colonel McClintock,
Mr. Wizarding Them,
Mr. Wizarding Them,Mr. Them
Mr. Wizarding Them,Wizarding Them
Philosopher Cissa,
Rose Consolidated,
Foreign Secretary,
Howler Voldemort,
Mr. Patronus Ron,
Mr. Patronus Ron,Ron
Mr. Patronus Ron,Mr. Ron
Mr. Patronus Ron,Patronus Ron
Miss Order Them,
Miss Order Them,Miss Them
Miss Order Them,Order Them
Minerva Weasley,
Minerva Weasley,Weasley
Mr. Ron Weasley,
Graphorn Gables,
Number Graphorn,
Number Graphorn,Graphorn
Captain Queenie,
Captain Queenie,Queenie
Captain Queenie,Mr. Queenie
Mr. Howler Them,
Weasley Minerva,
Captain Weasley,
Queenie Weasley,
Alastor Sorting,
Caverley House,
Mabberley Hall,
Rubeus Azkaban,
Orchard Street,
Chamber Crimes,
Chamber Crimes,Crimes
Yaxley Snidget,
EDGAR WALLACE,
Stone Queenie,
Lord Umbridge,
Under Sheriff,
Arthur Holmes,
Ginny Phoenix,
H.Grindelwald,
H.Grindelwald,Grindelwald
Young Alastor,
Young Alastor,Alastor
Parvati Smith,
Leaford Road,
Prince Them!,
Prince Them!,Prince Them
Draco Pomona,
Draco Pomona,Pomona
Draco Pomona,Mr. Pomona
High Sheriff,
Eldor Street,
Ella Bennett,
Child Pomona,
Queen Dennis,
Queen Dennis,Dennis
Padma Harry,
Padma Harry,Harry
Dudley Find,
Dudley Find,Find
Dudley Find,Mr. Find
King Where,
Lord Errol,
Lord Errol,Lady Errol
James Find,
Detective-Inspector,
Inspector Narcissa,
Inspector Narcissa,Narcissa
Chief Commissioner,
Chief Constable,
Lady FitzHerman,
Collett-Vernon,
Mr. Narcissa,
Mr. Granger,
Pentonville,
Dicky-Orum,
Mr. Malfoy,
Mr. Malfoy,Malfoy
Gryffindor,
Paddington,
Mr. Seeker,
Mr. Seeker,Seeker
Mr. Nobody,
Mr. Alley,
Manticore,
Bellatrix,
Puffskein,
Andromeda,
Wizarding,
Angelina,
Wormtail,
Minister,
Buckbeak,
Scorpius,
Bathilda,
Chimaera,
Riwizard,
Kreacher,
Hermione,
Horklump,
Slughorn,
Bennetts,
Gilderoy,
Governor,
Arcissa,
Regulus,
Boggart,
Parvati,
Petunia,
Neville,
Captain,
Surgeon,
Stepney,
Butcher,
Severus,
Fitzroy,
Mr. Lee,
Deathly,
Maytree,
Express,
Sirius,
George,
Slough,
Riddle,
Lucius,
Nimbus,
Viktor,
Cedric,
Cursed,
Child,
Remus,
James,
Molly,
Dobby,
Teddy,
Draco,
Order,
Fudge,
Binns,
Black,
Krum,
Lily,
Will,
Tina,
Dick,
Rose,
Noah,
Boy,
Hat,
No,
ward,
ten,
heine,
judgment,
bart,
london,
chick,
sandi,
maitland,
broad,
johnson,
saul,
morris,
bliss,
solomon,
richard,
gordon,
elizabeth,
lizzie,
diana,
liz,
ray,
john,
philo,
maitlands,
dad,
philip,
genter,
wellingdale,
carlo,
hallwell,
jones,
frog,
elk,
lola,
bassano,
raymond,
henry,
charles,
lew,
brady,
shylock,
sherlock,
cockney,
joshua,
ptolemy,
washington,
napoleon,
bonaparte,
ezra,
worth,
whitehall,
moses,
whiskers,
elky,
lester,
meister,
farmley,
frogs,
wal,
cormon,
billy,
harp,
ike,
velleco,
pheeny,
moore,
balder,
j,
lyme,
new,
m,
thomas,
martin,
peace,
on,
terrace,
batchus,
bacchus,
litnov,
hagn,
elgar,
socrates,
mathusalem,
belfin,
monsieur,
mills,
brown,
rat,
l,
horsham,
god,
maclean,
angus,
jeller,
williams,
seven,
lol,
elsham,
wood,
daddy,
annatto,
jim,
carter,
matilda,
quod,
mantania,
fayre,
clarence,
fielding,
mick,
mac,
collettbanson,
mud,
banson,
bron,
quinze,
kramer,
barnet,
phenan,
bill,
ibbley,
copse,
heron,
rooney,
selinski,
gill,
silenski,
whitby,
inspector,
stationmaster,
benn,
waldsen,
great,
hook,
