character1,character2,count
Campbell,Mr. Campbell Black,134
Mr. Campbell Black,said,81
Detective-Inspector Nicholson,inspector,48
Detective-Inspector Nicholson,Inspector Nicholson,46
Inspector Nicholson,inspector,46
Wright Lamarr,said,20
Miss Ashley,Rev. J. D. Ashley,19
Detective-Inspector Nicholson,Mr. Campbell Black,17
Mr. Campbell Black,Washington,16
Sir Downey,Sir Downey Sheen,16
Christenson-Ferrell,Ferrell,15
Wright Aniston-Beales,said,15
Detective-Inspector Nicholson,said,13
Sir Penn,Sir Penn Eastwood,12
Mr. Campbell Black,Wright Aniston-Beales,11
Choi,Mr. Choi Paley,10
Inspector Sandler,inspector,10
Mr. Campbell Black,Wright Lamarr,10
Mr. Choi Paley,said,10
Mr. Campbell Black,inspector,9
Inspector Nicholson,Mr. Campbell Black,8
Mr. Campbell Black,big,8
Dreyfuss,Dreyfuss--SECOND,7
Lautner,Wright Aniston-Beales,7
Mr. Graham Acker,said,7
inspector,said,7
Campbell,Detective-Inspector Nicholson,6
Delaney,Mr. Campbell Black,6
Detective-Inspector Nicholson,James Nicholson,6
Lautner,Mr. Campbell Black,6
Lautner,said,6
Mr. Choi Paley,Wright Aniston-Beales,6
Rev. J. D. Ashley,said,6
Sir Downey,said,6
Wright,said,6
Bassey Berry,Rev. J. D. Ashley,5
Detective-Inspector Nicholson,Lautner,5
Detective-Inspector Nicholson,Wright Aniston-Beales,5
Hathaway,Rev. J. D. Ashley,5
Inspector Nicholson,said,5
Lord Atkinson,Mr. Campbell Black,5
Lord Atkinson,said,5
Campbell,Washington,4
Criss,Washington,4
Day,Mr. Campbell Black,4
Day,said,4
Delaney,said,4
Detective-Inspector Nicholson,big,4
Elba,Shyamalan,4
Ferrell,Mr. Campbell Black,4
Gad,Glover,4
Gad,said,4
Hathaway,Hathaway Ashley,4
Hathaway Ashley,Rev. J. D. Ashley,4
Jackman,Mr. Campbell Black,4
Jackman,Washington,4
Mr. Campbell Black,Rev. J. D. Ashley,4
Wright Aniston-Beales,doctor,4
Bassey,Rev. J. D. Ashley,3
Brolin,Lautner,3
Campbell,Lautner,3
Campbell,Wright Aniston-Beales,3
Campbell,said,3
Christenson-Ferrell,Mr. Campbell Black,3
Criss,Jackman,3
Criss,Mr. Campbell Black,3
Detective-Inspector Nicholson,Wright,3
Detective-Inspector Nicholson,fear,3
Fate,Mr. Campbell Black,3
Gad,Mr. Campbell Black,3
Jackman,said,3
Lautner,doctor,3
Mr. Campbell Black,Mr. Corbin,3
Mr. Campbell Black,Sir Penn,3
Sir Penn,Zayat Kiss,3
Wright,Wright Aniston-Beales,3
Wright Aniston-Beales,Wright Lamarr,3
Wright Lamarr,fear,3
doctor,said,3
Barrymore,Mr. Graham Acker,2
Bassey,Bassey Berry,2
Bassey,Washington,2
Bassey Berry,James Johansson,2
Bassey Berry,Miss Ashley,2
Brolin,Washington,2
Campbell,Inspector Nicholson,2
Campbell,James Johansson,2
Campbell,big,2
Campbell,inspector,2
Christenson-Ferrell,Delaney,2
Christenson-Ferrell,said,2
Criss,Sir Downey,2
Day,Detective-Inspector Nicholson,2
Day,Lautner,2
Delaney,Ferrell,2
Delaney,Professor Bergman,2
Delaney,Wright Aniston-Beales,2
Detective-Inspector Nicholson,Elliott,2
Detective-Inspector Nicholson,Mr. Choi Paley,2
Detective-Inspector Nicholson,Sir Downey,2
Detective-Inspector Nicholson,Washington,2
Dreyfuss,said,2
Dreyfuss--SECOND,said,2
Elba,said,2
Ferrell,said,2
Inspector Nicholson,Mr. Choi Paley,2
Inspector Nicholson,Wright Aniston-Beales,2
Jackman,Sir Downey,2
James Johansson,Mr. Campbell Black,2
James Johansson,big,2
Lautner,Wright,2
Lord Atkinson,Sir Ellis Goodman,2
Lord Atkinson,Wright Aniston-Beales,2
Mcconaughey,Mr. Choi Paley,2
Mr. Campbell Black,Mr. Choi Paley,2
Mr. Campbell Black,Professor Bergman,2
Mr. Campbell Black,Sir Downey,2
Mr. Campbell Black,Sir Ellis Goodman,2
Mr. Campbell Black,doctor,2
Mr. Campbell Black,fear,2
Mr. Choi Paley,Wright,2
Mr. Choi Paley,inspector,2
Mr. Cooper,said,2
Mr. Graham Acker,big,2
Mr. Graham Acker,doctor,2
Rev. J. D. Ashley,Wright Aniston-Beales,2
Rev. J. D. Ashley,Wright Lamarr,2
Rock,doctor,2
Sir Downey,Wright Aniston-Beales,2
Sir Downey,inspector,2
Sir Downey Sheen,Wright Aniston-Beales,2
Sir Downey Sheen,said,2
Sir Ellis Goodman,said,2
Washington,said,2
Wright,big,2
Wright,inspector,2
Wright Aniston-Beales,Zayat Kiss,2
Wright Aniston-Beales,fear,2
Wright Aniston-Beales,inspector,2
big,said,2
doctor,fear,2
fear,said,2
Arab,O'hara,1
Arquette Wood,Mr. Choi Paley,1
Arquette Wood,said,1
Barlow,Day,1
Barlow,Hathaway,1
Barlow,Hathaway Ashley,1
Barlow,Rev. J. D. Ashley,1
Barlow,said,1
Barrymore,Singapore Neeson,1
Barrymore,said,1
Bassey,Hathaway,1
Bassey,Hathaway Ashley,1
Bassey Berry,Cruz,1
Bassey Berry,Hathaway,1
Bassey Berry,Hathaway Ashley,1
Bassey Berry,Wright Aniston-Beales,1
Bassey Berry,said,1
Brolin,Campbell,1
Brolin,Mr. Campbell Black,1
Brolin,Wright,1
Brolin,Wright Aniston-Beales,1
Brolin,Wright Lamarr,1
Brolin,doctor,1
Brolin,said,1
Campbell,Criss,1
Campbell,Day,1
Campbell,Jason,1
Campbell,Mr. Cooper,1
Campbell,Mr. Graham Acker,1
Campbell,Wright Lamarr,1
Choi,Detective-Inspector Nicholson,1
Choi,Inspector Nicholson,1
Choi,Wright Aniston-Beales,1
Choi,inspector,1
Christenson-Ferrell,Detective-Inspector Nicholson,1
