canonical_name,alias_name
Lord Robey Briggs,Briggs
Lord Robey Briggs,Robey Briggs
Bar Robey Briggs,Bar Briggs
Major Ma Rigor,Rigor
Major Ma Rigor,Mrs. Rigor
Major Ma Rigor,Ma Rigor
Major Ma Rigor,Major Rigor
D. H. Lawrence,Professor Lawrence
Ethel M. Dell,Dell
Detective-Inspector Piper,Piper
Miss Austin Frobisher,Frobisher
Miss Austin Frobisher,Miss Frobisher
Miss Austin Frobisher,Austin Frobisher
Dorothy Richardson,Richardson
Sir Fentimans God,God
Captain Sauterne,Sauterne
Henry Williamson,Williamson
Henry Williamson,Lady Williamson
Marchbanks Billy,Billy
Neve MacStewart,MacStewart
Harley Cabman',Cabman
Harley Cabman',Miss Cabman
Harley Cabman',Harley Cabman
William Street,Mrs. Street
Fiennes Motive,Fienes Motive
Mr J Barnwell,Barnwell
Mr J Barnwell,Mr. Barnwell
Mr J Barnwell,Jno. Barnwell
Saunders Rose,Rose
Colonel Mossy,Mossy
Colonel Mann,Mann
The General,General
Captain Bar,Bar
Lord Robey,Robey
Bar Dick,Dick
Bar Dick,Dick'
M. Fred,Fred
Bar Ma,Ma
P. W.,P.W.
Mrs. Anstruther,Anstruther
Mrs. Anstruther,Mrs Anstruther
Mr. Whittington,Whittington
Father Dixon,Dixon
Mr. Salcombe,Salcombe
Mrs. Taylor,Taylor
Mrs. George,George
Mr. Lubbock,Lubbock
Dr. Jerry,Jerry
Dr. Henry,Henry
