node,is_victim,pagerank,victim_connection_weight,degree,strength
Aditi,0,0.04043118465695032,0,3,3.0
Akanksha Manisha,0,0.025331949210157974,0,2,2.0
Dr. Javed,0,0.052975185377350416,0,3,5.0
Farhan,0,0.05,0,1,1.0
Guneet,0,0.024318223611344537,0,2,2.0
Hrithik,0,0.05,0,1,1.0
Mr. Shalu,0,0.08306242278042553,0,5,8.0
Mrs. Darshan,0,0.015492727817703212,0,1,1.0
Pallavi,0,0.05,0,1,1.0
Pritam,0,0.05,0,1,1.0
Pushkar,0,0.05474266934943615,0,2,6.0
Pushkar Parth,0,0.05474266934943615,0,2,6.0
Rahul,0,0.05,0,1,1.0
Shilpa,0,0.05,0,1,1.0
Sohail,0,0.05,0,1,1.0
Soumya,0,0.04018940194397979,0,2,4.0
Tabu,0,0.058113387214299005,0,3,6.0
Tanisha Parth,0,0.13164442745764673,0,8,14.0
Tarun,0,0.05,0,1,1.0
Udita,0,0.018955751231270114,0,1,1.0
